Кабель,От позиция,Каб. ввод,До позиции,Каб. ввод,"Марка кабеля, количество жил, сечение","Длина,",Тип,"Длина,",Тип сигнала
C-SB4,SB4,"М20х1,5",JBZ003,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ003,JBZ003,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",85,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",DI/DO
C-HLA5,HLA5,"М20х1,5",JBZ004,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB5,SB5,"М20х1,5",JBZ004,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ004,JBZ004,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",85,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",DI/DO
C-HLA6,HLA6,"М20х1,5",JBZ005,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB6,SB6,"М20х1,5",JBZ005,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ005,JBZ005,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",90,РЗ-ЦХ-25,3,DI/DO
C-HLA7,HLA7,"М20х1,5",JBZ006,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB7,SB7,"М20х1,5",JBZ006,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ006,JBZ006,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",60,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",DI/DO
C-HLA8,HLA8,"М20х1,5",JBZ007,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB8,SB8,"М20х1,5",JBZ007,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ007,JBZ007,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",135,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",DI/DO
C-HLA9,HLA9,"М20х1,5",JBZ008,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB9,SB9,"М20х1,5",JBZ008,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ008,JBZ008,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",130,"РЗ-ЦХ-25
 Ц-25х3,2","2
 4",DI/DO
C-HLA10,HLA10,"М20х1,5",JBZ009,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB10,SB10,"М20х1,5",JBZ009,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ009,JBZ009,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",100,РЗ-ЦХ-25,3,DI/DO
C-HLA11,HLA11,"М20х1,5",JBZ010,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB11,SB11,"М20х1,5",JBZ010,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ010,JBZ010,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",125,РЗ-ЦХ-25,3,DI/DO
C-HLA12,HLA12,"М20х1,5",JBZ011,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DO
C-SB12,SB12,"М20х1,5",JBZ011,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",2,РЗ-ЦХ-15,2,DI
С-JBZ011,JBZ011,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",110,"РЗ-ЦХ-25
 Ц-25х3,2","2
 7",DI/DO
C-HLA13,HLA13,"М20х1,5",JBZ0012,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DO
C-SB13,SB13,"М20х1,5",JBZ0012,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DI
C-HLA14,HLA14,"М20х1,5",JBZ0012,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DO
C-SB14,SB14,"М20х1,5",JBZ0012,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",5,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DI
С-JBZ0012,JBZ0012,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 14х1,5",95,"РЗ-ЦХ-25
 Ц-25х3,2","2
 20",DI/DO
C-HLA15,HLA15,"М20х1,5",JBZ0013,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DO
C-SB15,SB15,"М20х1,5",JBZ0013,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DI
C-HLA16,HLA16,"М20х1,5",JBZ0013,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DO
C-SB16,SB16,"М20х1,5",JBZ0013,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DI
С-JBZ0013,JBZ0013,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 14х1,5",70,"РЗ-ЦХ-25
 Ц-25х3,2","2
 4",DI/DO
C-HLA17,HLA17,"М20х1,5",JBZ0014,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DO
C-SB17,SB17,"М20х1,5",JBZ0014,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DI
C-HLA18,HLA18,"М20х1,5",JBZ0014,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DO
C-SB18,SB18,"М20х1,5",JBZ0014,"М20х1,5","Кабель контрольный, КГВВнг(А)-LS 4х1,5",3,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",DI
С-JBZ0014,JBZ0014,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 14х1,5",95,"РЗ-ЦХ-25
 Ц-25х3,2","2
 8",DI/DO
C-ШУ_РСУ-Bus1,управления РСУ (э/щитовая),-,7-ШС1.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",85,-,-,Regul-Bus1
C-ШУ_РСУ-Bus2,управления РСУ (э/щитовая),-,7-ШС1.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",85,-,-,Regul-Bus2
C-2zpe22-1,2зпэ22,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DO
C-2zpe22-2,2зпэ22,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DI
C-2zpe36-1,2зпэ36,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DO
C-2zpe36-2,2зпэ36,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DI
C-2ek1,2эк1,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DO
C-TE2T9,TE-2T9,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,50M
C-LS2L5,LS-2L5,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DI
C-PS2P29,PS-2P29,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DI
C-LT2L3,LT-2L3,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,AI
C-FT2F1-1,FT-2F1,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,AI/24VDC
-,QE-2Q1,,QT-2Q1,-,Комплектная поставка,-,-,-,-
C-QT-2Q1-1,QT-2Q1,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,RS-485
C-QT-2Q1-2,QT-2Q1,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,220VAC
C-2zpe24-1,2зпэ24,-,2.1JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe25-1,2зпэ25,-,2.1JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe26-1,2зпэ26,-,2.1JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe27-1,2зпэ27,-,2.1JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe28-1,2зпэ28,-,2.1JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe29-1,2зпэ29,-,2.1JB001,-,Комплектная поставка,-,-,-,DO
C-2.1JB001-1,2.1JB001,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DO
C-2zpe24-2,2зпэ24,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-2zpe25-2,2зпэ25,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-2zpe26-2,2зпэ26,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-2zpe27-2,2зпэ27,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-2zpe28-2,2зпэ28,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-2zpe29-2,2зпэ29,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L11,LS-2L11,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L13,LS-2L13,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L14,LS-2L14,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L15,LS-2L15,-,2.1JB001,-,Комплектная поставка,-,-,-,DI
C-2.1JB001-2,2.1JB001,-,Щит управления ЩУ-Ф1,-,Комплектная поставка,-,-,-,DI
C-ЩУФ1-1,ЩУ-Ф1,"М20х1,5",ЩУ-Ф2,-,"Кабель НВПЭнг(С)-LS 4х2х0,52",10,РЗ-ЦХ-15,2,RS485
C-ЩУФ1-2,ЩУ-Ф1,"М20х1,5",7-ПАЗ.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",130,РЗ-ЦХ-20,2,DO
C-2zpe102-1,2зпэ102,-,2.3JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe102-2,2зпэ102,-,2.3JB001,-,Комплектная поставка,-,-,-,DI
C-2zpe103-1,2зпэ103,-,2.3JB001,-,Комплектная поставка,-,-,-,DO
C-2zpe103-2,2зпэ103,-,2.3JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L24,LS-2L24,-,2.3JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L25,LS-2L25,-,2.3JB001,-,Комплектная поставка,-,-,-,DI
C-LS2L26,LS-2L26,-,2.3JB001,-,Комплектная поставка,-,-,-,DI
C-TE2T11,TE-2T11,-,2.3JB001,-,Комплектная поставка,-,-,-,50M
C-2.3JB001-1,2.3JB001,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,220VAC
C-2.3JB001-2,2.3JB001,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,220VAC
C-2.3JB001-3,2.3JB001,"М25х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",15,РЗ-ЦХ-25,2,DO/DI/ AO
C-2.3JB001-4,2.3JB001,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,24VDC
C-2.3JB001-5,2.3JB001,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,220VAC
C-2кшэ2-1,2кшэ2,-,2.3JB002,-,Комплектная поставка,-,-,-,DO
C-2кшэ2-2,2кшэ2,-,2.3JB002,-,Комплектная поставка,-,-,-,DI
C-2кшэ3-1,2кшэ3,-,2.3JB002,-,Комплектная поставка,-,-,-,DO
C-2кшэ3-2,2кшэ3,-,2.3JB002,-,Комплектная поставка,-,-,-,DI
C-LT2L2,LT-2L2,-,2.3JB002,-,Комплектная поставка,-,-,-,AI
C-LT2L1,LT-2L1,-,2.3JB002,-,Комплектная поставка,-,-,-,AI
C-UНД1/1,НД1/1,-,2.3JB002,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-UНД1/2,НД1/2,-,2.3JB002,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-2.3JB002-1,2.3JB002,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",220VAC
C-2.3JB002-2,2.3JB002,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",220VAC
C-2.3JB002-3,2.3JB002,"М25х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",35,"РЗ-ЦХ-25
 Ц-25х3,2","2
 1",DI/AI
C-2.3JB002-4,2.3JB002,"М32х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",35,"РЗ-ЦХ-25
 Ц-25х3,2","2
 1",DO/DI/AI
C-UНД2/1,НД2/1,-,2.3JB003,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-UНД2/2,НД2/2,-,2.3JB003,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-2кшэ5-1,2кшэ5,-,2.3JB003,-,Комплектная поставка,-,-,-,DO
C-2кшэ5-2,2кшэ5,-,2.3JB003,-,Комплектная поставка,-,-,-,DI
C-2кшэ4-1,2кшэ4,-,2.3JB003,-,Комплектная поставка,-,-,-,DO
C-2кшэ4-2,2кшэ4,-,2.3JB003,-,Комплектная поставка,-,-,-,DI
C-LT2L6,LT-2L6,-,2.3JB003,-,Комплектная поставка,-,-,-,AI
C-2.3JB003-1,2.3JB003,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,220VAC
C-2.3JB003-2,2.3JB003,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,220VAC
C-2.3JB003-3,2.3JB003,"М32х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",15,РЗ-ЦХ-32,2,DO/DI/AI
C-UНД3/1,НД3/1,-,2.3JB004,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-UНД3/2,НД3/2,-,2.3JB004,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-UНД3/3,НД3/3,-,2.3JB004,-,Комплектная поставка,-,-,-,DO/DI/ AO
C-2кшэ1-1,2кшэ1,-,2.3JB004,-,Комплектная поставка,-,-,-,DO
C-2кшэ1-2,2кшэ1,-,2.3JB004,-,Комплектная поставка,-,-,-,DI
C-2кшэ6-1,2кшэ6,-,2.3JB004,-,Комплектная поставка,-,-,-,DO
C-2кшэ6-2,2кшэ6,-,2.3JB004,-,Комплектная поставка,-,-,-,DI
C-LT2L7,LT-2L7,-,2.3JB004,-,Комплектная поставка,-,-,-,AI
C-LT2L12,LT-2L12,-,2.3JB004,-,Комплектная поставка,-,-,-,AI
C-2.3JB004-1,2.3JB004,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,220VAC
C-2.3JB004-2,2.3JB004,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,220VAC
C-2.3JB004-3,2.3JB004,"М32х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",20,РЗ-ЦХ-32,2,DO/DI/AO
C-2.3JB004-4,2.3JB004,"М25х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",20,РЗ-ЦХ-25,2,DI/AI
-,QE-2Q2,,QT-2Q2,-,Комплектная поставка,-,-,-,-
C-QT-2Q2-1,QT-2Q2,-,2.3JB005,-,Комплектная поставка,-,-,-,AI
C-QT-2Q2-2,QT-2Q2,-,2.3JB005,-,Комплектная поставка,-,-,-,220VAC
C-2.3JB005-1,2.3JB005,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,"РЗ-ЦХ-15
 Ц-15х2,8","2
 1",220VAC
C-2.3JB005-2,2.3JB005,"М20х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",35,"РЗ-ЦХ-20
 Ц-20х2,8","2
 1",AI
C-TT2T8,TT-2T8,-,2.3JB006,-,Комплектная поставка,-,-,-,AI
C-PS2P8,PS-2P8,-,2.3JB006,-,Комплектная поставка,-,-,-,DI
C-PS2P9,PS-2P9,-,2.3JB006,-,Комплектная поставка,-,-,-,DI
C-2врэ13-1,2врэ13,-,2.3JB006,-,Комплектная поставка,-,-,-,220VAC
C-2врэ13-2,2врэ13,-,2.3JB006,-,Комплектная поставка,-,-,-,AO/AI
C-2.3JB006-1,2.3JB006,"М20х1,5",7-ШС2.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25,РЗ-ЦХ-15,2,220VAC
C-2.3JB006-2,2.3JB006,"М25х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",25,РЗ-ЦХ-25,2,DI/AI/AO
C-LZT2L33/1,LZT-2L33/1,-,2.3JBZ001,-,Комплектная поставка,-,-,-,AI
C-LZT2L33/2,LZT-2L33/2,-,2.3JBZ001,-,Комплектная поставка,-,-,-,AI
C-LZT2L34/1,LZT-2L34/1,-,2.3JBZ001,-,Комплектная поставка,-,-,-,AI
C-LZT2L34/2,LZT-2L34/2,-,2.3JBZ001,-,Комплектная поставка,-,-,-,AI
-,QZE-2Q21/1,,QZT-2Q21/1,-,Комплектная поставка,-,-,-,-
C-QZT2Q21/1-1,QZT-2Q21/1,-,2.3JBZ001,-,Комплектная поставка,-,-,-,AI
C-QZT2Q21/1,QZT-2Q21/1,-,2.3JBZ001,-,Комплектная поставка,-,-,-,220VAC
-,QZE-2Q21/2,,QZT-2Q21/2,-,Комплектная поставка,-,-,-,-
C-QZT2Q21/2-1,QZT-2Q21/2,-,2.3JBZ001,-,Комплектная поставка,-,-,-,AI
C-QZT2Q21/2,QZT-2Q21/2,-,2.3JBZ001,-,Комплектная поставка,-,-,-,220VAC
C-2.3JBZ001-1,2.3JBZ001,"М25х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 7х1,5",130,"РЗ-ЦХ-25
 Ц-25х3,2","2
 1",220VAC
C-2.3JBZ001-2,2.3JBZ001,"М32х1,5",7-ПАЗ.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",130,"РЗ-ЦХ-32
 Ц-32х3,2","2
 1",DI/AI
C-2кшэ100-1,2кшэ100,-,2.3JBZ002,-,Комплектная поставка,-,-,-,DO
C-2кшэ100-2,2кшэ100,-,2.3JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZT2L32/1,LZT-2L32/1,-,2.3JBZ002,-,Комплектная поставка,-,-,-,AI
C-LZT2L32/2,LZT-2L32/2,-,2.3JBZ002,-,Комплектная поставка,-,-,-,AI
C-LZT2L21/1,LZT-2L21/1,-,2.3JBZ002,-,Комплектная поставка,-,-,-,AI
C-LZT2L21/2,LZT-2L21/2,-,2.3JBZ002,-,Комплектная поставка,-,-,-,AI
C-2.3JBZ002-1,2.3JBZ002,"М20х1,5",7-ПАЗ.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",120,РЗ-ЦХ-15,1,220VAC
C-2.3JBZ002-2,2.3JBZ002,"М25х1,5",7-ПАЗ.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",120,РЗ-ЦХ-25,1,DI/AI
C-LZT2L23/1,LZT-2L23/1,-,2.4JBZ001,-,Комплектная поставка,-,-,-,AI
C-LZT2L23/2,LZT-2L23/2,-,2.4JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT2P23/1,PZT-2P23/1,-,2.4JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT2P23/2,PZT-2P23/2,-,2.4JBZ001,-,Комплектная поставка,-,-,-,AI
C-2.4JBZ001-1,2.4JBZ001,"М25х1,5",7-ПАЗ.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",85,"РЗ-ЦХ-25
 Ц-25х3,2","2
 7",DI/AI
C-PZT2P20/1,PZT-2P20/1,-,2.4JBZ002,-,Комплектная поставка,-,-,-,AI
C-PZT2P20/2,PZT-2P20/2,-,2.4JBZ002,-,Комплектная поставка,-,-,-,AI
C-2.4JBZ002-1,2.4JBZ002,"М25х1,5",7-ПАЗ.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",85,"РЗ-ЦХ-25
 Ц-25х3,2","2
 7",AI
C-LS2L9.1,LS-2L9.1,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-LS2L9.2,LS-2L9.2,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-PS2P11,PS-2P11,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-FT2F12-1,FT-2F12,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,AI
C-FT2F12-2,FT-2F12,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,24VDC
C-2kshv3,2кшv3,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI
C-LT2L31,LT-2L31,-,Клеммная коробка X9,-,Комплектная поставка,-,-,-,AI
C-2kshv1,2кшv1,-,Клеммная коробка X9,-,Комплектная поставка,-,-,-,DO/DI
C-2kshv2,2кшv2,-,Клеммная коробка X9,-,Комплектная поставка,-,-,-,DO/DI
W71,Клеммная коробка X9,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO
W72,Клеммная коробка X9,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-2kshv11,2кшv11,-,Клеммная коробка X1,-,Комплектная поставка,-,-,-,DO/DI
W73,Клеммная коробка X1,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI
C-PT2P38,PT-2P38,-,Клеммная коробка AX10,-,Комплектная поставка,-,-,-,AI
W11,Клеммная коробка AX10,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO
W12,Клеммная коробка AX10,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,AI/DI
C-PT2P36,PT-2P36,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,AI
C-PT2P15,PT-2P15,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,AI
C-2zpv1,2зпv1,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv3,2зпv3,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2кшэ7-1,2кшэ7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DI
C-2кшэ7-2,2кшэ7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO
C-2кшэ8-1,2кшэ8,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DI
C-2кшэ8-2,2кшэ8,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO
C-2kshv4,2кшv4,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2kshv5,2кшv5,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2kshv6,2кшv6,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2kshv8,2кшv8,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv4,2зпv4,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv5,2зпv5,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv6,2зпv6,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2kshv7,2кшv7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv7,2зпv7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv9,2зпv9,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-2zpv10,2зпv10,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
W52,Управление клапанами X2,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI/AI
W53,Управление клапанами X2,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI/AI
C-AX1_1-1,управления AX1,"М20х1,5",7-ШС24.1,-,"Кабель НВПЭнг(С)-LS 4х2х0,52",40,РЗ-ЦХ-15,1,RS485
C-AX1_1-2,управления AX1,"М20х1,5",7-ШС24.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",80  40,РЗ-ЦХ-15,1,DI
C-AX1_1-3,управления AX1,"М20х1,5",7-ПАЗ.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",80,РЗ-ЦХ-15,1,DO/DI
C-LT2L2,LT-2L2,-,2.2JB005,-,Комплектная поставка,-,-,,AI
C-2.2JB005-1,2.2JB005,"М20х1,5",7-ШС2.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",20,"РЗ-ЦХ-20
 Ц-20х2,8","2
 2",AI
