Кабель,От позиция,Каб. ввод,До позиции,Каб. ввод,"Марка кабеля, количество жил, сечение","Длина,",Тип,"Длина,",Тип сигнала
C-21JB003-2,21JB003,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB003-3,21JB003,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB003-4,21JB003,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB003-5,21JB003,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB003-6,21JB003,"М32х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,DI
C-21kshe1/3-1,21кшэ1/3,-,21JB005,-,Комплектная поставка,-,-,-,DO
C-21kshe1/3-2,21кшэ1/3,-,21JB005,-,Комплектная поставка,-,-,-,DI
C-21kshe2/3-1,21кшэ2/3,-,21JB005,-,Комплектная поставка,-,-,-,DO
C-21kshe2/3-2,21кшэ2/3,-,21JB005,-,Комплектная поставка,-,-,-,DI
C-21zpe3/3-1,21зпэ3/3,-,21JB005,-,Комплектная поставка,-,-,-,DO
C-21zpe3/3-2,21зпэ3/3,-,21JB005,-,Комплектная поставка,-,-,-,DI
C-21zpe4/3-1,21зпэ4/3,-,21JB005,-,Комплектная поставка,-,-,-,DO
C-21zpe4/3-2,21зпэ4/3,-,21JB005,-,Комплектная поставка,-,-,-,DI
C-21kshe5/3-1,21кшэ5/3,-,21JB005,-,Комплектная поставка,-,-,-,DO
C-21kshe5/3-2,21кшэ5/3,-,21JB005,-,Комплектная поставка,-,-,-,DI
C-21JB005-1,21JB005,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB005-2,21JB005,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB005-3,21JB005,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB005-4,21JB005,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB005-5,21JB005,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB005-6,21JB005,"М32х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,DI
C-21kshe1/4-1,21кшэ1/4,-,21JB006,-,Комплектная поставка,-,-,-,DO
C-21kshe1/4-2,21кшэ1/4,-,21JB006,-,Комплектная поставка,-,-,-,DI
C-21kshe2/4-1,21кшэ2/4,-,21JB006,-,Комплектная поставка,-,-,-,DO
C-21kshe2/4-2,21кшэ2/4,-,21JB006,-,Комплектная поставка,-,-,-,DI
C-21zpe3/4-1,21зпэ3/4,-,21JB006,-,Комплектная поставка,-,-,-,DO
C-21zpe3/4-2,21зпэ3/4,-,21JB006,-,Комплектная поставка,-,-,-,DI
C-21zpe4/4-1,21зпэ4/4,-,21JB006,-,Комплектная поставка,-,-,-,DO
C-21zpe4/4-2,21зпэ4/4,-,21JB006,-,Комплектная поставка,-,-,-,DI
C-21kshe5/4-1,21кшэ5/4,-,21JB006,-,Комплектная поставка,-,-,-,DO
C-21kshe5/4-2,21кшэ5/4,-,21JB006,-,Комплектная поставка,-,-,-,DI
C-21JB006-1,21JB006,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB006-2,21JB006,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB006-3,21JB006,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB006-4,21JB006,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB006-5,21JB006,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB006-6,21JB006,"М32х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,DI
C-21kshe6-1,21кшэ6,-,21JB004,-,Комплектная поставка,-,-,-,DO
C-21kshe6-2,21кшэ6,-,21JB004,-,Комплектная поставка,-,-,-,DI
C-21kshe7-1,21кшэ7,-,21JB004,-,Комплектная поставка,-,-,-,DO
C-21kshe7-2,21кшэ7,-,21JB004,-,Комплектная поставка,-,-,-,DI
C-21kshe8-1,21кшэ8,-,21JB004,-,Комплектная поставка,-,-,-,DO
C-21kshe8-2,21кшэ8,-,21JB004,-,Комплектная поставка,-,-,-,DI
C-21kshe9-1,21кшэ9,-,21JB004,-,Комплектная поставка,-,-,-,DO
C-21kshe9-2,21кшэ9,-,21JB004,-,Комплектная поставка,-,-,-,DI
-,QE-21Q2,,QT-21Q2,-,Комплектная поставка,-,-,-,-
C-QT21Q2-1,QT-21Q2,-,21JB004,-,Комплектная поставка,-,-,-,220VAC
C-QT21Q2-2,QT-21Q2,-,21JB004,-,Комплектная поставка,-,-,-,AI
C-FT21F7-1,FT-21F7,-,21JB004,-,Комплектная поставка,-,-,-,AI
C-FT21F7-1,FT-21F7,-,21JB004,-,Комплектная поставка,-,-,-,24VDC
C-21JB004-1,21JB004,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,DO
C-21JB004-2,21JB004,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,DO
C-21JB004-3,21JB004,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,DO
C-21JB004-4,21JB004,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,DO
C-21JB004-5,21JB004,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,220VAC
C-21JB004-6,21JB004,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,24VDC
C-21JB004-7,21JB004,"М32х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",30,РЗ-ЦХ-32,2,AI/DI
C-ШС21.1-Bus1,7-ШС21.1,"М20х1,5",7-ШС25.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",70,-,-,Regul-Bus1
C-ШС21.1-Bus2,7-ШС21.1,"М20х1,5",7-ШС25.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",70,-,-,Regul-Bus2
C-ШС21.1-3,7-ШС21.2,"М32х1,5",7-ШС21.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",3,РЗ-ЦХ-32,2,DI/DO/ AO
C_LCP_3-1,LCP_3,-,7-ШС21.1,-,"Кабель НВПЭнг(С)-LS 4х2х0,52",30,-,-,RS485
C_LCP_3-2,LCP_3,-,7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,220VAC
C_LCP_4-1,LCP_4(маш.зал),-,LCP_4(маш.зал),-,"Кабель НВПЭнг(С)-LS 4х2х0,52",10,-,-,RS485
C_LCP_4-2,LCP_4,-,7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",40,РЗ-ЦХ-15,2,220VAC
C-LT22L1,LT-22L1,-,22JB001,-,Комплектная поставка,-,-,-,AI
C-FT22F6-1,FT-22F6,-,22JB001,-,Комплектная поставка,-,-,-,AI
C-FT22F6-2,FT-22F6,-,22JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT22F7-1,FT-22F7,-,22JB001,-,Комплектная поставка,-,-,-,AI
C-FT22F7-2,FT-22F7,-,22JB001,-,Комплектная поставка,-,-,-,24VDC
C-PT22P14,PT-22P14,-,22JB001,-,Комплектная поставка,-,-,-,AI
C-PT22P16,PT-22P16,-,22JB001,-,Комплектная поставка,-,-,-,AI
C-22kshe7-1,22кшэ7,-,22JB001,-,Комплектная поставка,-,-,-,DO
C-22kshe7-2,22кшэ7,-,22JB001,-,Комплектная поставка,-,-,-,DI
C-22JB001-1,22JB001,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 15,РЗ-ЦХ-15,2,DO
C-22JB001-2,22JB001,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 15,РЗ-ЦХ-15,2,24VDC
C-22JB001-3,22JB001,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",25 15,РЗ-ЦХ-32,2,AI/DI
C-PZT22P20/1,PZT-22P20/1,-,22JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT22P20/2,PZT-22P20/2,-,22JBZ001,-,Комплектная поставка,-,-,-,AI
C-22JBZ001-1,22JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",90,РЗ-ЦХ-25,2,AI
C-LT22L2,LT-22L2,-,22JB002,-,Комплектная поставка,-,-,-,AI
C-22JB002-1,22JB002,"М20х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",20 15,РЗ-ЦХ-20,2,AI
C-22kshe1/1-1,22кшэ1/1,-,22JB003,-,Комплектная поставка,-,-,-,DO
C-22kshe1/1-2,22кшэ1/1,-,22JB003,-,Комплектная поставка,-,-,-,DI
C-22kshe2/1-1,22кшэ2/1,-,22JB003,-,Комплектная поставка,-,-,-,DO
C-22kshe2/1-2,22кшэ2/1,-,22JB003,-,Комплектная поставка,-,-,-,DI
C-22zpe3/1-1,22зпэ3/1,-,22JB003,-,Комплектная поставка,-,-,-,DO
C-22zpe3/1-2,22зпэ3/1,-,22JB003,-,Комплектная поставка,-,-,-,DI
C-22zpe4/1-1,22зпэ4/1,-,22JB003,-,Комплектная поставка,-,-,-,DO
C-22zpe4/1-2,22зпэ4/1,-,22JB003,-,Комплектная поставка,-,-,-,DI
C-22kshe5/1-1,22кшэ5/1,-,22JB003,-,Комплектная поставка,-,-,-,DO
C-22kshe5/1-2,22кшэ5/1,-,22JB003,-,Комплектная поставка,-,-,-,DI
C-PDT22P12,PDT-22P12,-,22JB003,-,Комплектная поставка,-,-,-,AI
C-22JB003-1,22JB003,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB003-2,22JB003,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB003-3,22JB003,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB003-4,22JB003,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB003-6,22JB003,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",25 20,РЗ-ЦХ-25,2,AI/DI
C-22JB003-7,22JB003,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",25 20,РЗ-ЦХ-25,2,DI
C-22kshe1/2-1,22кшэ1/2,-,22JB004,-,Комплектная поставка,-,-,-,DO
C-22kshe1/2-2,22кшэ1/2,-,22JB004,-,Комплектная поставка,-,-,-,DI
C-22kshe2/2-1,22кшэ2/2,-,22JB004,-,Комплектная поставка,-,-,-,DO
C-22kshe2/2-2,22кшэ2/2,-,22JB004,-,Комплектная поставка,-,-,-,DI
C-22zpe3/2-1,22зпэ3/2,-,22JB004,-,Комплектная поставка,-,-,-,DO
C-22zpe3/2-2,22зпэ3/2,-,22JB004,-,Комплектная поставка,-,-,-,DI
C-22zpe4/2-1,22зпэ4/2,-,22JB004,-,Комплектная поставка,-,-,-,DO
C-22zpe4/2-2,22зпэ4/2,-,22JB004,-,Комплектная поставка,-,-,-,DI
C-22kshe5/2-1,22кшэ5/2,-,22JB004,-,Комплектная поставка,-,-,-,DO
C-22kshe5/2-2,22кшэ5/2,-,22JB004,-,Комплектная поставка,-,-,-,DI
C-22JB004-1,22JB004,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB004-2,22JB004,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB004-3,22JB004,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB004-4,22JB004,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB004-5,22JB004,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",25 20,РЗ-ЦХ-15,2,DO
C-22JB004-6,22JB004,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",25 20,РЗ-ЦХ-32,2,DI
C-22kshe1/3-1,22кшэ1/3,-,22JB005,-,Комплектная поставка,-,-,-,DO
C-22kshe1/3-2,22кшэ1/3,-,22JB005,-,Комплектная поставка,-,-,-,DI
C-22kshe2/3-1,22кшэ2/3,-,22JB005,-,Комплектная поставка,-,-,-,DO
C-22kshe2/3-2,22кшэ2/3,-,22JB005,-,Комплектная поставка,-,-,-,DI
C-22zpe3/3-1,22зпэ3/3,-,22JB005,-,Комплектная поставка,-,-,-,DO
C-22zpe3/3-2,22зпэ3/3,-,22JB005,-,Комплектная поставка,-,-,-,DI
C-22zpe4/3-1,22зпэ4/3,-,22JB005,-,Комплектная поставка,-,-,-,DO
C-22zpe4/3-2,22зпэ4/3,-,22JB005,-,Комплектная поставка,-,-,-,DI
C-22kshe5/3-1,22кшэ5/3,-,22JB005,-,Комплектная поставка,-,-,-,DO
C-22kshe5/3-2,22кшэ5/3,-,22JB005,-,Комплектная поставка,-,-,-,DI
C-22JB005-1,22JB005,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB005-2,22JB005,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB005-3,22JB005,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB005-4,22JB005,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB005-5,22JB005,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB005-6,22JB005,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",20,РЗ-ЦХ-32,2,DI
C-22kshe1/4-1,22кшэ1/4,-,22JB006,-,Комплектная поставка,-,-,-,DO
C-22kshe1/4-2,22кшэ1/4,-,22JB006,-,Комплектная поставка,-,-,-,DI
C-22kshe2/4-1,22кшэ2/4,-,22JB006,-,Комплектная поставка,-,-,-,DO
C-22kshe2/4-2,22кшэ2/4,-,22JB006,-,Комплектная поставка,-,-,-,DI
C-22zpe3/4-1,22зпэ3/4,-,22JB006,-,Комплектная поставка,-,-,-,DO
C-22zpe3/4-2,22зпэ3/4,-,22JB006,-,Комплектная поставка,-,-,-,DI
C-22zpe4/4-1,22зпэ4/4,-,22JB006,-,Комплектная поставка,-,-,-,DO
C-22zpe4/4-2,22зпэ4/4,-,22JB006,-,Комплектная поставка,-,-,-,DI
C-22kshe5/4-1,22кшэ5/4,-,22JB006,-,Комплектная поставка,-,-,-,DO
C-22kshe5/4-2,22кшэ5/4,-,22JB006,-,Комплектная поставка,-,-,-,DI
C-22kshe6-1,22кшэ6,-,22JB006,-,Комплектная поставка,-,-,-,DO
C-22kshe6-2,22кшэ6,-,22JB006,-,Комплектная поставка,-,-,-,DI
C-FT22F5-1,FT-22F5,-,22JB006,-,Комплектная поставка,-,-,-,AI
C-FT22F5-2,FT-22F5,-,22JB006,-,Комплектная поставка,-,-,-,24VDC
C-22JB006-1,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB006-2,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB006-3,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB006-4,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB006-5,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB006-6,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,DO
C-22JB006-7,22JB006,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",20,РЗ-ЦХ-25,2,DI
C-22JB006-8,22JB006,"М32х1,5",7-ШС22.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",20,РЗ-ЦХ-25,2,AI/DI
C-22JB006-9,22JB006,"М20х1,5",7-ШС22.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,24VDC
C-ШС22.1-Bus1,7-ШС22.1,"М20х1,5",7-ШС23.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",60,-,-,Regul-Bus1
C-ШС22.1-Bus2,7-ШС22.1,"М20х1,5",7-ШС23.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",60,-,-,Regul-Bus2
C-ШС22.1-3,7-ШС22.2,"М32х1,5",7-ШС22.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",3,РЗ-ЦХ-32,2,DI/DO/ AO
C-ШС22.1-4,7-ШС22.2,"М25х1,5",7-ШС22.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС22.1-5,7-ШС22.2,"М32х1,5",7-ШС22.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",3,РЗ-ЦХ-32,2,DI/DO/ AO
C2-НД31/2,HS НД31/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C2-НД32/2,HS НД32/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C2-НД33/2,HS НД33/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C2-Н30/2,HS Н30/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C2-ПУ30/2,HS ПУ30/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C3-Нкц1/2,HS Нкц1/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C2-ПУ1/2,HS ПУ1/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C3-Ноп1/2,HS Ноп1/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C3-НД1/2,HS Ндс1/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C3-Нц1/2,HS Нц1/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C3-ТК1/2,HS ТК1/2,-,23JB001,-,Комплектная поставка,-,-,-,DI/DO
C4-НД31/2,НД31/2,-,23JB001,-,Комплектная поставка,-,-,-,AO
C4-НД32/2,НД32/2,-,23JB001,-,Комплектная поставка,-,-,-,AO
C4-НД33/2,НД33/2,-,23JB001,-,Комплектная поставка,-,-,-,AO
C-23JB001-1,23JB001,"М32х1,5",7-ШС23.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",2,РЗ-ЦХ-32,2,DI/DO
C-23JB001-2,23JB001,"М32х1,5",7-ШС23.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",2,РЗ-ЦХ-32,2,DI/DO
C-23JB001-3,23JB001,"М32х1,5",7-ШС23.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",2,РЗ-ЦХ-32,2,DI/DO
C-23JB001-4,23JB001,"М32х1,5",7-ШС23.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",2,РЗ-ЦХ-32,2,DI/DO/AO
C-23кшv1,23кшv1,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-23кшv3,23кшv3,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-23кшv4,23кшv4,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-23кшv5,23кшv5,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-23кшv102,23кшv102,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-23кшv103,23кшv103,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv104,12кшv104,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv105,12кшv105,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv106,12кшv106,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv201,12кшv201,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv202,12кшv202,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv203,12кшv203,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv6,12кшv6,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-12кшv204,12кшv204,-,23JB002,-,Комплектная поставка,-,-,-,DO/DI
C-LS23L12,LS-23L12,-,23JB002,-,Комплектная поставка,-,-,-,24VDC/ DI
C-LS23L13,LS-23L13,-,23JB002,-,Комплектная поставка,-,-,-,24VDC/ DI
C-PS23P11,PS-23P11,-,23JB002,-,Комплектная поставка,-,-,-,DI
C-PS23P18,PS-23P18,-,23JB002,-,Комплектная поставка,-,-,-,DI
C-PS23P19,PS-23P19,-,23JB002,-,Комплектная поставка,-,-,-,DI
C-23JB002-1,23JB002,"М32х1,5",7-ШС23.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",2,РЗ-ЦХ-32,2,DI/DO
C-23JB002-2,23JB002,"М32х1,5",7-ШС23.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",2,РЗ-ЦХ-32,2,DI/DO
