id,system,equipment,name,place,product,module,channel,crate,check,property,comment,adr,sign,YMIN,YMAX,WL,WH,AL,AH,format,unit,filter,node
PDT_21P14,RSU_7,PDT-21P14,Перепад давления в линии пермеата ОММ5,Трубопровод,7-ШС21.1,AI101,6,29,,,,%ID1013,,,,,,,,,,,Узел сорбиционной очистки в адсорберах I ступени. Узел ионного обмена/ модуль 2/АД1.5-8
FT_22F5,RSU_7,FT-22F5,Расход фильтрата АД2,Трубопровод 80-013-12-PC01-NN,7-ШС22.1,AI101,1,34,,,,%ID1261,,,,,,,,,,,"Узел сорбционной очистки в адсорберах II ступени. Узел
обеззараживания путем ультрафиолетового облучения (модуль 2)/АД2.5-8"
FT_22F6,RSU_7,FT-22F6,Расход обессоленной воды,Трубопровод 65-013-14-PC01-NN,7-ШС22.1,AI101,2,34,,,,%ID1263,,,,,,,,,,,"Узел сорбционной очистки в адсорберах II ступени. Узел
обеззараживания путем ультрафиолетового облучения (модуль 2)/Е28.2"
FT_22F7,RSU_7,FT-22F7,Расход обессоленной воды,Трубопровод 80-013-18-PC01-NN,7-ШС22.1,AI101,3,34,,,,%ID1265,,,,,,,,,,,"Узел сорбционной очистки в адсорберах II ступени. Узел
обеззараживания путем ультрафиолетового облучения (модуль 2)/Е28.2"
FT_22F8,RSU_7,FT-22F8,Расход воды в УФС2 (80-013-22-PC01-NN),Трубопровод 80-013-22-PC01-NN,7-ШС22.1,AI101,4,34,,,,%ID1267,,,,,,,,,,,"Узел сорбционной очистки в адсорберах II ступени. Узел
обеззараживания путем ультрафиолетового облучения (модуль 2)/Е27.2"
QT_22Q1_electrical_conductivity,RSU_7,QT-22Q1,Электропроводность очищенной воды,Трубопровод 80-089-02-PC01-NN,7-ШС22.1,AI101,5,34,,,,%ID1269,,,,,,,,,,,"Узел сорбционной очистки в адсорберах II ступени. Узел
обеззараживания путем ультрафиолетового облучения (модуль 2)/УФС2"
QT_22Q2_organic_matter,RSU_7,QT-22Q2,ХПК очищенной воды,Трубопровод 80-089-05-PC01-NN,7-ШС22.1,AI101,6,34,,,,%ID1271,,,,,,,,,,,"Узел сорбционной очистки в адсорберах II ступени. Узел
обеззараживания путем ультрафиолетового облучения (модуль 2)/УФС2"
LT_22L1,RSU_7,LT-22L1,Уровень фильтрата АД2,Емкость Е28/2,7-ШС22.1,AI101,7,34,,,,%ID1273,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения (модуль 2)/Е28.2
PT_22P14,RSU_7,PT-22P14,Давление в линии фильтрата АД2,Трубопровод 50-013-16-PC01-NN,7-ШС22.1,AI101,8,34,,,,%ID1275,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения (модуль 2)/Е28.2
LT_22L2,RSU_7,LT-22L2,Уровень фильтрата АД2,Емкость Е27/2,7-ШС22.1,AI101,9,34,,,,%ID1277,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения (модуль 2)/Е27.2
PDT_22P12,RSU_7,PDT-22P12,Перепад давления в линии обессоленной воды,Трубопровод,7-ШС22.1,AI101,10,34,,,,%ID1279,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения (модуль 2)/АД2.5-8
LT_23L2,RSU_7,LT-23L2,Уровень 14% раствора H2S04,Емкость Е31/2,7-ШС23.1,AI101,1,35,,,,%ID1305,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30/2-Е33/2)/Е31.2
LT_23L6,RSU_7,LT-23L6,Уровень концентрата,Емкость Ед1/2,7-ШС23.1,AI101,2,35,,,,%ID1307,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Ед1.2"
LT_23L8,RSU_7,LT-23L8,Уровень солевого концентрата,Сепаратор С1/2,7-ШС23.1,AI101,3,35,,,,%ID1309,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
LT_23L11,RSU_7,LT-23L11,Уровень солевого концентрата,Емкость Екц1/2,7-ШС23.1,AI101,4,35,,,,%ID1311,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/2)/Екц1.2
TT_23T1,RSU_7,TT-23T1,Температура обработанного концентрата ОММ4,Трубопровод 25-096-05-SC01-HN,7-ШС23.1,AI101,5,35,,,,%ID1313,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/2)/Екц1.2
TT_23T2,RSU_7,TT-23T2,Температура обработанного концентрата ОММ4,Трубопровод 25-096-06-SC01-HN,7-ШС23.1,AI101,6,35,,,,%ID1315,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/T4.2"
TT_23T3,RSU_7,TT-23T3,Температура солевого концентрата,Трубопровод 500-026-01-SC03-HN,7-ШС23.1,AI101,7,35,,,,%ID1317,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
TT_23T5,RSU_7,TT-23T5,Температура фильтрата АД2,Трубопровод,7-ШС23.1,AI101,8,35,,,,%ID1319,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/2)/Сп-Нц1.1
TT_23T7,RSU_7,TT-23T7,Температура солевого концентрата,Сепаратор С1/2,7-ШС23.1,AI101,9,35,,,,%ID1321,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
TT_23T11,RSU_7,TT-23T11,Температура греющего пара,Трубопровод 250-022-02-SC01-HN,7-ШС23.1,AI101,10,35,,,,%ID1323,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/ГК1.2"
QT_23Q1_pH,RSU_7,QT-23Q1,pH концентрата ОММ4,Трубопровод 25-035-03-PC01-NN,7-ШС23.1,AI101,11,35,,,,%ID1325,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30/2-Е33/2)/Е30.2
QT_23Q2_electrical_conductivity,RSU_7,QT-23Q2,Проводимость обработанного концентрата ОММ4,Трубопровод 25-096-03-PC02-HN,7-ШС23.1,AI101,12,35,,,,%ID1327,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30/2-Е33/2)/Е30.2
QT_23Q3_electrical_conductivity,RSU_7,QT-23Q3,Проводимость конденсата,Трубопровод 20-024-02-SC01-HN,7-ШС23.1,AI101,13,35,,,,%ID1329,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)"
QT_23Q4_density,RSU_7,QT-23Q4,Плотность солевого концентрата,Трубопровод 500-026-01-SC03-HN,7-ШС23.1,AI101,14,35,,,,%ID1331,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
FT_23F1,RSU_7,FT-23F1,Расход обработанного концентрата ОММ4,Трубопровод 25-096-06-SС01-HN,7-ШС23.1,AI101,15,35,,,,%ID1333,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Т4.2"
FT_23F2,RSU_7,FT-23F2,Расход греющего пара,Трубопровод 65-023-02-CC02-HN,7-ШС23.1,AI101,16,35,,,,%ID1335,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)"
FT_23F3,RSU_7,FT-23F3,Расход конденсата,Трубопровод 20-024-02-SC01-HN,7-ШС23.1,AI102,1,35,,,,%ID1338,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)"
FT_23F6,RSU_7,FT-23F6,Расход солевого концентрата,Трубопровод 20-026-06-SC03-HN,7-ШС23.1,AI102,2,35,,,,%ID1340,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
PT_23P3,RSU_7,PT-23P3,Давление в линии конденсата,Трубопровод 20-024-02-SC01-HN,7-ШС23.1,AI102,3,35,,,,%ID1342,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Ед1.2"
PT_23P4,RSU_7,PT-23P4,Давление в линии солевого концентрата,Трубопровод 400-026-02-SC03-HN,7-ШС23.1,AI102,4,35,,,,%ID1344,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)"
PT_23P5,RSU_7,PT-23P5,Давление в линии солевого концентрата,Трубопровод 32-026-05-SC03-HN,7-ШС23.1,AI102,5,35,,,,%ID1346,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Ед1/2)/С1.2"
PT_23P6,RSU_7,PT-23P6,Расход солевого концентрата,Сепаратор С1/2,7-ШС23.1,AI102,6,35,,,,%ID1348,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Ед1/2)/С1.2"
PT_23P7,RSU_7,PT-23P7,Давление в линии греющего пара,Трубопровод 250-022-02-SC01-HN,7-ШС23.1,AI102,7,35,,,,%ID1350,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Ед1/2)/ТК1.2"
PT_23P17,RSU_7,PT-23P17,Давление в линии солевого концентрата,Трубопровод 20-026-08-SC01-HN,7-ШС23.1,AI102,8,35,,,,%ID1352,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/2)/Екц1.2
PT_23P18,RSU_7,PT-23P18,Давление,Трубопровод (уплотнение НЦ1/2),7-ШС23.1,AI102,9,35,,,,%ID1354,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30.22-Е33.2)/Е32.2
PT_23P21,RSU_7,PT-23P21,Давление в линии сжатого воздуха,Трубопровод 15-052-05-CC02-NN,7-ШС23.1,AI102,10,35,,,,%ID1356,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)"
V_23KPV200_position,RSU_7,23KPV200,Кран шаровой с пневмоприводом на линии обработанного концентрата ОММ4,Трубопровод 25-096-06-SC01-HN,7-ШС23.1,AI102,11,35,,,,%ID1358,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
V_23KPV201_position,RSU_7,23KPV201,Кран шаровой с пневмоприводом на линии солевого концентрата,Трубопровод 25-026-06-SC03-HN,7-ШС23.1,AI102,12,35,,,,%ID1360,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/С1.2"
V_23KPV202_position,RSU_7,23KPV202,Кран шаровой с пневмоприводом на линии конденсата,Трубопровод 25-024-02-SC01-HN,7-ШС23.1,AI102,13,35,,,,%ID1362,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Ед1.2"
V_23KPV203_position,RSU_7,23KPV203,Кран шаровой с пневмоприводом на линии фильтрата Ад2,Трубопровод,7-ШС23.1,AI102,14,35,,,,%ID1364,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Тк1.2"
V_23KPV204_position,RSU_7,23KPV204,Кран шаровой с пневмоприводом на линии греющего пара,Трубопровод,7-ШС23.1,AI102,15,35,,,,%ID1366,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Тк1.2"
V_23KPV205_position,RSU_7,23KPV205,Кран шаровой с пневмоприводом на линии греющего пара,Трубопровод 25-023-03-CC02-HN,7-ШС23.1,AI102,16,35,,,,%ID1368,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/2, С1/2, ТК1/2, Т4/2, Ед1/2)/Тк1.2"
PS_23P11,RSU_7,PS-23P11,Уровень протечки,Насос НД31/2,7-ШС23.1,AI103,1,35,,,,,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30.2-Е33.2)/E31/2
PS_23P18,RSU_7,PS-23P18,Уровень протечки,Насос НД32/2,7-ШС23.1,AI103,2,35,,,,,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30.2-Е33.2)/E32/2
PS_23P19,RSU_7,PS-23P19,Уровень протечки,Насос НД33/2,7-ШС23.1,AI103,3,35,,,,,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Е30.2-Е33.2)/E33/2
LT_24L16,RSU_7,LT-24L16,Уровень проливов,Приямок П6,7-ШС25.1,AI101,1,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1031,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления 14% раствора серной кислоты/Приямок П6
LT_24L17,RSU_7,LT-24L17,Уровень 14%раствора серной кислоты,Емкость Е43,7-ШС25.1,AI101,2,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1033,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления 14% раствора серной кислоты/Е43
LT_24L34,RSU_7,LT-24L34,"Уровень 0,1%раствора флокулянта",Емкость Е39,7-ШС25.1,AI101,3,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1035,,,,,,,,,,,"Узел реагентного хозяйства. Узел приготовления 0,1%-го раствора флокулянта/Е39"
LT_24L35,RSU_7,LT-24L35,Уровень 5% раствор сернокислого железа,Емкость Е40,7-ШС25.1,AI101,4,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1037,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления 5%-го раствора сернокислого железа/Е40
LT_24L36,RSU_7,LT-24L36,Уровень 5% раствор сернокислого железа,Емкость Е40/1,7-ШС25.1,AI101,5,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1039,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления 5%-го раствора сернокислого железа/Е40.1
LT_24L37,RSU_7,LT-24L37,Уровень Эктоскейл-902С (ингибитор),Емкость Е41,7-ШС25.1,AI101,6,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1041,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления ингибитора/Е41
LT_24L38,RSU_7,LT-24L38,Уровень 2%раствора триполифосфата натрия,Емкость Е44,7-ШС25.1,AI101,7,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1043,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления моющего раствора триполифосфата натрия. Приготовление моющего раствора лимонной кислоты/Е44
LT_24L39,RSU_7,LT-24L39,Уровень 2%раствора лимонной кислоты,Емкость Е45,7-ШС25.1,AI101,8,30,Да,,Со стороны датчика и со стороны шкафа отсутствует питание токовой цепи,%ID1045,,,,,,,,,,,Узел реагентного хозяйства. Узел приготовления моющего раствора триполифосфата натрия. Приготовление моющего раствора лимонной кислоты/Е45
LT_24L1,RSU_7,LT-24L1,Уровень 35% раствора перекиси водорода,Емкость Е34/1,7-ШС24.1,AI101,1,20,Да,4-20 мА,,%ID578,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.1
LT_24L2,RSU_7,LT-24L2,Уровень 35% раствора перекиси водорода,Емкость Е34/2,7-ШС24.1,AI101,2,20,Да,4-20 мА,,%ID580,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.2
LT_24L3,RSU_7,LT-24L3,Уровень 35% раствора перекиси водорода,Емкость Е34/3,7-ШС24.1,AI101,3,20,Да,4-20 мА,,%ID582,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.3
LT_24L4,RSU_7,LT-24L4,Уровень 35% раствора перекиси водорода,Емкость Е34/4,7-ШС24.1,AI101,4,20,Да,4-20 мА,,%ID584,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.4
LT_24L5,RSU_7,LT-24L5,Уровень 35% раствора перекиси водорода,Емкость Е34/5 авар.,7-ШС24.1,AI101,5,20,Да,4-20 мА,,%ID586,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.5 авар.
LT_24L6,RSU_7,LT-24L6,Уровень 40% раствора едкого натра,Емкость Е35/1,7-ШС24.1,AI101,6,20,Да,4-20 мА,,%ID588,,,,,,,,,,,Узел реагентного хозяйства. Узел хранения и раздачи 40%-го раствора щелочи/Е35.1
LT_24L7,RSU_7,LT-24L7,Уровень 40% раствора едкого натра,Емкость Е35/2,7-ШС24.1,AI101,7,20,Да,4-20 мА,,%ID590,,,,,,,,,,,Узел реагентного хозяйства. Узел хранения и раздачи 40%-го раствора щелочи/Е35.2
LT_24L8,RSU_7,LT-24L8,Уровень 40% раствора щелочи,Емкость Е35/3 авар.,7-ШС24.1,AI101,8,20,Да,4-20 мА,,%ID592,,,,,,,,,,,Узел реагентного хозяйства. Узел хранения и раздачи 40%-го раствора щелочи/Е35.3 авар.
,,,Не рабочий канал,,,,,,,,,,,,,,,,,,,,
LT_24L10,RSU_7,LT-24L10,Уровень 40% раствора хлорного железа,Емкость Е36/2,7-ШС24.1,AI101,10,20,Да,4-20 мА,,%ID596,,,,,,,,,,,Узел реагентного хозяйства. Узел приема 40%-го хлорного железа/Е36.2
LT_24L11,RSU_7,LT-24L11,Уровень 40% раствора хлорного железа,Емкость Е36/3 авар.,7-ШС24.1,AI101,11,20,Да,4-20 мА,,%ID598,,,,,,,,,,,Узел реагентного хозяйства. Узел приема 40%-го хлорного железа/Е36.3 авар.
LT_24L12,RSU_7,LT-24L12,Уровень 10%-го раствора хлорного железа,Емкость Е37,7-ШС24.1,AI101,12,20,Да,4-20 мА,,%ID600,,,,,,,,,,,Узел реагентного хозяйства. Узел приема 10%-го хлорного железа/Е37
LT_24L13,RSU_7,LT-24L13,Уровень проливов,Приямок П5,7-ШС24.1,AI101,13,20,Да,4-20 мА,,%ID602,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Приямок П5
LT_24L14,RSU_7,LT-24L14,Уровень проливов,Приямок П7,7-ШС24.1,AI101,14,20,Да,4-20 мА,,%ID604,,,,,,,,,,,Узел реагентного хозяйства. Узел хранения и раздачи 40%-го раствора щелочи/Приямок П7
LT_24L15,RSU_7,LT-24L15,Уровень проливов,Приямок П8,7-ШС24.1,AI101,15,20,Да,4-20 мА,,%ID606,,,,,,,,,,,Узел реагентного хозяйства. Узел приема 40%-го хлорного железа/Приямок П8
TT_24T1_1,RSU_7,TT-24T1/1,Температура 35% раствора перекиси водорода,Емкость Е34/1,7-ШС24.1,AI101,16,20,Да,4-20 мА,,%ID608,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.1
TT_24T1_2,RSU_7,TT-24T1/2,Температура 35% раствора перекиси водорода,Емкость Е34/2,7-ШС24.1,AI102,1,20,Да,4-20 мА,,%ID610,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.2
TT_24T1_3,RSU_7,TT-24T1/3,Температура 35% раствора перекиси водорода,Емкость Е34/3,7-ШС24.1,AI102,2,20,Да,4-20 мА,,%ID612,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.3
TT_24T1_4,RSU_7,TT-24T1/4,Температура 35% раствора перекиси водорода,Емкость Е34/4,7-ШС24.1,AI102,3,20,Да,4-20 мА,,%ID614,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.4
TT_24T1_5,RSU_7,TT-24T1/5,Температура 35% раствора перекиси водорода,Емкость Е34/5 авар.,7-ШС24.1,AI102,4,20,Да,4-20 мА,,%ID616,,,,,,,,,,,Узел реагентного хозяйства. Ухел хранинеия и раздачи 35% раствора перекиси водорода/Е34.5
LT_24L9,RSU_7,LT-24L9,Уровень 40% раствора хлорного железа,Емкость Е36/1,7-ШС24.1,AI102,5,20,Да,4-20 мА,,%ID594,,,,,,,,,,,Узел реагентного хозяйства. Узел приема 40%-го хлорного железа/Е36.1
LT_12L2,RSU_7,LT-12L2,Уровень 14% раствора H2S04,Емкость Е31/1,7-ШС12.1,AI101,1,31,,,,%ID1104,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. Е30/1-Е33/1, Ем7) /E31.1"
LT_12L4,RSU_7,LT-12L4,Уровень моющего раствора,Емкость Ем7,7-ШС12.1,AI101,2,31,,,,%ID1106,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. Е30/1-Е33/1, Ем7)/Ем7"
TT_12T11,RSU_7,TT-12T11,Температура греющего пара,Трубопровод 250-022-02-SC01-HN,7-ШС12.1,AI101,3,31,,,,%ID1108,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/ГК1.1"
PT_12P7,RSU_7,PT-12P7,Давление в линии греющего пара,Трубопровод 250-022-02-SC01-HN,7-ШС12.1,AI101,4,31,,,,%ID1110,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/ГК1.1"
TT_12T7,RSU_7,TT-12T7,Температура солевого концентрата,Сепаратор С1/1,7-ШС12.1,AI101,5,31,,,,%ID1112,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/C1.1"
PT_12P6,RSU_7,PT-12P6,Давление солевого концентрата,Сепаратор С1/1,7-ШС12.1,AI101,6,31,,,,%ID1114,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/C1.1"
LT_12L8,RSU_7,LT-12L8,Уровень солевого концентрата,Сепаратор С1/1,7-ШС12.1,AI101,7,31,,,,%ID1116,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/C1.1"
TT_12T3,RSU_7,TT-12T3,Температура солевого концентрата,Трубопровод 500-026-01-SC03-HN,7-ШС12.1,AI101,8,31,,,,%ID1118,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/С1.1"
PT_12P4,RSU_7,PT-12P4,Давление в линии солевого концентрата,Трубопровод 400-026-02-SC03-HN,7-ШС12.1,AI101,9,31,,,,%ID1120,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/Тк1.1"
PT_12P5,RSU_7,PT-12P5,Давление в линии солевого концентрата,Трубопровод 32-026-05-SC03-HN,7-ШС12.1,AI101,10,31,,,,%ID1122,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/С1.1"
TT_12T2,RSU_7,TT-12T2,Температура обработанного концентрата ОММ4,Трубопровод 25-096-06-SC01-HN,7-ШС12.1,AI101,11,31,,,,%ID1124,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/Т4.1"
PT_12P26,RSU_7,PT-12P26,Давление в линии обеззараженной воды,Трубопровод 32-015-012-PC02-NN,7-ШС12.1,AI101,12,31,,,,%ID1126,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/Ев1"
LT_12L6,RSU_7,LT-12L6,Уровень концентрата,Емкость Ед1/1,7-ШС12.1,AI101,13,31,,,,%ID1128,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/Ед1.1"
PT_12P3,RSU_7,PT-12P3,Давление в линии конденсата,Трубопровод 20-024-02-SC01-HN,7-ШС12.1,AI101,14,31,,,,%ID1130,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/Ед1.1"
PT_12P21,RSU_7,PT-12P21,Давление в линии сжатого воздуха,Трубопровод 15-052-05-CC02-NN,7-ШС12.1,AI101,15,31,,,На технологической схеме это сигналы ПАЗ,%ID1132,,,,,,,,,,,Узел выпаривания солевого коцентрата 
LT_12L11_min,RSU_7,LT-12L11,Уровень солевого концентрата,Емкость Екц1/1,7-ШС12.1,AI101,16,31,,,,%ID1134,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/1)/Екц1.1 
TT_12T1,RSU_7,TT-12T1,Температура обработанного концентрата ОММ4,Трубопровод 25-096-05-SC01-HN,7-ШС12.1,AI102,1,31,,,,%ID1137,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/1)/Т4.1
PT_12P17,RSU_7,PT-12P17,Давление в линии солевого концентрата,Трубопровод 20-026-08-SC01-HN,7-ШС12.1,AI102,2,31,,,,%ID1139,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/1)/Екц1.1 
TT_12T5,RSU_7,TT-12T5,Температура фильтрата АД2,"Трубопровод",7-ШС12.1,AI102,3,31,,,,%ID1141,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)"
PT_12P18,RSU_7,PT-12P18,Давление,Трубопровод (уплотнение НЦ1/1),7-ШС12.1,AI102,4,31,,,,%ID1143,,,,,,,,,,,Узел выпаривания солевого концентрата (поз. Екц1/1)/Сп-Нц1.1
QT_12Q1_pH,RSU_7,QT-12Q1,pH концентрата ОММ4,Трубопровод 25-035-03-PC01-NN,7-ШС12.1,AI102,7,31,,,,%ID1149,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. Е30/1-Е33/1, Ем7)/Е30.1"
QT_12Q2_uSm,RSU_7,QT-12Q2,Проводимость обработанного концентрата ОММ4,Трубопровод 25-096-03-PC02-HN,7-ШС12.1,AI102,8,31,,,,%ID1151,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. Е30/1-Е33/1, Ем7)/Е30.1"
QT_12Q4_density,RSU_7,QT-12Q4,Плотность солевого концентрата,Трубопровод 500-026-01-SC03-HN,7-ШС12.1,AI102,9,31,,,,%ID1153,,,,,,,,,,,Узел выпаривания солевого коцентрата/С1.1 
FT_12F6,RSU_7,FT-12F6,Расход солевого концентрата,Трубопровод 20-026-06-SC03-HN,7-ШС12.1,AI102,10,31,,,,%ID1155,,,,,,,,,,,"Узел выпаривания солевогоконцентрата (поз. ГК1/1, С1/1, ТК1/1, Ед1/1)/С1.1"
FT_12F1,RSU_7,FT-12F1,Расход обработанного концентрата ОММ4,Трубопровод 25-096-06-SС01-HN,7-ШС12.1,AI102,11,31,,,,%ID1157,,,,,,,,,,,"Узел выпаривания солевого концентрата (поз. ГК1/1, С1/1, ТК1/1, Т4/1, Ед1/1)/Т4.1"
