Кабель,Проводник,Проектная позиция Откуда,Клеммный ряд Откуда,Клемма Откуда,Подключено,Проверено,Проектная позиция Куда,Клеммный ряд Куда,Клемма Куда,Подключено,Проверено,Комментарий
,3zpe3/4-PE,3JB008,XT1,PE,Да,Да,7-ШС3.1,XT1,164,Да,Да,
C-3JB008-4,HS3zpe4/4 (N),3JB008,XT1,10,Да,Да,7-ШС3.1,XT1,171,Да,Да,
,HSC3zpe4/4 (L),3JB008,XT1,11,Да,Да,7-ШС3.1,XT1,170,Да,Да,
,HSO3zpe4/4 (L),3JB008,XT1,12,Да,Да,7-ШС3.1,XT1,169,Да,Да,
,3zpe4/4-PE,3JB008,XT1,PE,Да,Да,7-ШС3.1,XT1,172,Да,Да,
C-3JB008-5,HS3kshe5/4 (N),3JB008,XT1,13,Да,Да,7-ШС3.1,XT1,179,Да,Да,
,HSC3kshe5/4 (L),3JB008,XT1,14,Да,Да,7-ШС3.1,XT1,178,Да,Да,
,HSO3kshe5/4 (L),3JB008,XT1,15,Да,Да,7-ШС3.1,XT1,177,Да,Да,
,3kshe5/4-PE,3JB008,XT1,PE,Да,Да,7-ШС3.1,XT1,180,Да,Да,
C-3JB008-6,ZS3kshe1/4-1,3JB008,XT2,1,Да,Да,7-ШС3.1,XT1,149,Да,Да,
,ZSO3kshe1/4,3JB008,XT2,2,Да,Да,7-ШС3.1,XT1,150,Да,Да,
,ZS3kshe1/4-2,3JB008,XT2,3,Да,Да,7-ШС3.1,XT1,152,Да,Да,
,ZSC3kshe1/4,3JB008,XT2,4,Да,Да,7-ШС3.1,XT1,151,Да,Да,
,ZS3kshe2/4-1,3JB008,XT2,5,Да,Да,7-ШС3.1,XT1,157,Да,Да,
,ZSO3kshe2/4,3JB008,XT2,6,Да,Да,7-ШС3.1,XT1,158,Да,Да,
,ZS3kshe2/4-2,3JB008,XT2,7,Да,Да,7-ШС3.1,XT1,160,Да,Да,
,ZSC3kshe2/4,3JB008,XT2,8,Да,Да,7-ШС3.1,XT1,159,Да,Да,
,ZS3zpe3/4-1,3JB008,XT2,9,Да,Да,7-ШС3.1,XT1,165,Да,Да,
,ZSO3zpe3/4,3JB008,XT2,10,Да,Да,7-ШС3.1,XT1,166,Да,Да,
,ZS3zpe3/4-2,3JB008,XT2,11,Да,Да,7-ШС3.1,XT1,168,Да,Да,
,ZSC3zpe3/4,3JB008,XT2,12,Да,Да,7-ШС3.1,XT1,167,Да,Да,
,ZS3zpe4/4-1,3JB008,XT2,13,Да,Да,7-ШС3.1,XT1,173,Да,Да,
,ZSO3zpe4/4,3JB008,XT2,14,Да,Да,7-ШС3.1,XT1,174,Да,Да,
,ZS3zpe4/4-2,3JB008,XT2,15,Да,Да,7-ШС3.1,XT1,176,Да,Да,
,ZSC3zpe4/4,3JB008,XT2,16,Да,Да,7-ШС3.1,XT1,175,Да,Да,
,ZS3kshe5/4-1,3JB008,XT2,17,Да,Да,7-ШС3.1,XT1,181,Да,Да,
,ZSO3kshe5/4,3JB008,XT2,18,Да,Да,7-ШС3.1,XT1,182,Да,Да,
,ZS3kshe5/4-2,3JB008,XT2,19,Да,Да,7-ШС3.1,XT1,184,Да,Да,
,ZSC3kshe5/4,3JB008,XT2,20,Да,Да,7-ШС3.1,XT1,183,Да,Да,
,Экран,3JB008,XT,экран,Да,Да,7-ШС3.1,XT3,48,Да,Да,
C-3JB009-1,HS3kshe1/5 (N),3JB009,XT1,1,Да,Да,7-ШС3.1,XT1,187,Да,Да,
,HSC3kshe1/5 (L),3JB009,XT1,2,Да,Да,7-ШС3.1,XT1,186,Да,Да,
,HSO3kshe1/5 (L),3JB009,XT1,3,Да,Да,7-ШС3.1,XT1,185,Да,Да,
,3kshe1/5-PE,3JB009,XT1,PE,Да,Да,7-ШС3.1,XT1,188,Да,Да,
C-3JB009-2,HS3kshe2/5 (N),3JB009,XT1,4,Да,Да,7-ШС3.1,XT1,195,Да,Да,
,HSC3kshe2/5 (L),3JB009,XT1,5,Да,Да,7-ШС3.1,XT1,194,Да,Да,
,HSO3kshe2/5 (L),3JB009,XT1,6,Да,Да,7-ШС3.1,XT1,193,Да,Да,
,3kshe2/5-PE,3JB009,XT1,PE,Да,Да,7-ШС3.1,XT1,196,Да,Да,
C-3JB009-3,HS3zpe3/5 (N),3JB009,XT1,7,Да,Да,7-ШС3.1,XT1,203,Да,Да,
,HSC3zpe3/5 (L),3JB009,XT1,8,Да,Да,7-ШС3.1,XT1,202,Да,Да,
,HSO3zpe3/5 (L),3JB009,XT1,9,Да,Да,7-ШС3.1,XT1,201,Да,Да,
,3zpe3/5-PE,3JB009,XT1,PE,Да,Да,7-ШС3.1,XT1,204,Да,Да,
C-3JB009-4,HS3zpe4/5 (N),3JB009,XT1,10,Да,Да,7-ШС3.1,XT1,211,Да,Да,
,HSC3zpe4/5 (L),3JB009,XT1,11,Да,Да,7-ШС3.1,XT1,210,Да,Да,
,HSO3zpe4/5 (L),3JB009,XT1,12,Да,Да,7-ШС3.1,XT1,209,Да,Да,
,3zpe4/5-PE,3JB009,XT1,PE,Да,Да,7-ШС3.1,XT1,212,Да,Да,
C-3JB009-5,HS3kshe5/5 (N),3JB009,XT1,13,Да,Да,7-ШС3.1,XT1,219,Да,Да,
,HSC3kshe5/5 (L),3JB009,XT1,14,Да,Да,7-ШС3.1,XT1,218,Да,Да,
,HSO3kshe5/5 (L),3JB009,XT1,15,Да,Да,7-ШС3.1,XT1,217,Да,Да,
,3kshe5/5-PE,3JB009,XT1,PE,Да,Да,7-ШС3.1,XT1,220,Да,Да,
C-3JB009-6,ZS3kshe1/5-1,3JB009,XT2,1,Да,Да,7-ШС3.1,XT1,189,Да,Да,
,ZSO3kshe1/5,3JB009,XT2,2,Да,Да,7-ШС3.1,XT1,190,Да,Да,
,ZS3kshe1/5-2,3JB009,XT2,3,Да,Да,7-ШС3.1,XT1,192,Да,Да,
,ZSC3kshe1/5,3JB009,XT2,4,Да,Да,7-ШС3.1,XT1,191,Да,Да,
,ZS3kshe2/5-1,3JB009,XT2,5,Да,Да,7-ШС3.1,XT1,197,Да,Да,
,ZSO3kshe2/5,3JB009,XT2,6,Да,Да,7-ШС3.1,XT1,198,Да,Да,
,ZS3kshe2/5-2,3JB009,XT2,7,Да,Да,7-ШС3.1,XT1,200,Да,Да,
,ZSC3kshe2/5,3JB009,XT2,8,Да,Да,7-ШС3.1,XT1,199,Да,Да,
,ZS3zpe3/5-1,3JB009,XT2,9,Да,Да,7-ШС3.1,XT1,205,Да,Да,
,ZSO3zpe3/5,3JB009,XT2,10,Да,Да,7-ШС3.1,XT1,206,Да,Да,
,ZS3zpe3/5-2,3JB009,XT2,11,Да,Да,7-ШС3.1,XT1,208,Да,Да,
,ZSC3zpe3/5,3JB009,XT2,12,Да,Да,7-ШС3.1,XT1,207,Да,Да,
,ZS3zpe4/5-1,3JB009,XT2,13,Да,Да,7-ШС3.1,XT1,213,Да,Да,
,ZSO3zpe4/5,3JB009,XT2,14,Да,Да,7-ШС3.1,XT1,214,Да,Да,
,ZS3zpe4/5-2,3JB009,XT2,15,Да,Да,7-ШС3.1,XT1,216,Да,Да,
,ZSC3zpe4/5,3JB009,XT2,16,Да,Да,7-ШС3.1,XT1,215,Да,Да,
,ZS3kshe5/5-1,3JB009,XT2,17,Да,Да,7-ШС3.1,XT1,221,Да,Да,
,ZSO3kshe5/5,3JB009,XT2,18,Да,Да,7-ШС3.1,XT1,222,Да,Да,
,ZS3kshe5/5-2,3JB009,XT2,19,Да,Да,7-ШС3.1,XT1,224,Да,Да,
,ZSC3kshe5/5,3JB009,XT2,20,Да,Да,7-ШС3.1,XT1,223,Да,Да,
,"  Экран",3JB009,XT,экран,Да,Да,7-ШС3.1,XT4,42,Да,Да,
C-3JB010-1,HS3kshe1/6 (N),3JB010,XT1,1,Да,Да,7-ШС3.1,XT1,227,Да,Да,
,HSC3kshe1/6 (L),3JB010,XT1,2,Да,Да,7-ШС3.1,XT1,226,Да,Да,
,HSO3kshe1/6 (L),3JB010,XT1,3,Да,Да,7-ШС3.1,XT1,225,Да,Да,
,3kshe1/6-PE,3JB010,XT1,PE,Да,Да,7-ШС3.1,XT1,228,Да,Да,
C-3JB010-2,HS3kshe2/6 (N),3JB010,XT1,4,Да,Да,7-ШС3.1,XT1,235,Да,Да,
,HSC3kshe2/6 (L),3JB010,XT1,5,Да,Да,7-ШС3.1,XT1,234,Да,Да,
,HSO3kshe2/6 (L),3JB010,XT1,6,Да,Да,7-ШС3.1,XT1,233,Да,Да,
,3kshe2/6-PE,3JB010,XT1,PE,Да,Да,7-ШС3.1,XT1,236,Да,Да,
C-3JB010-3,HS3zpe3/6 (N),3JB010,XT1,7,Да,Да,7-ШС3.1,XT1,243,Да,Да,
,HSC3zpe3/6 (L),3JB010,XT1,8,Да,Да,7-ШС3.1,XT1,242,Да,Да,
,HSO3zpe3/6 (L),3JB010,XT1,9,Да,Да,7-ШС3.1,XT1,241,Да,Да,
,3zpe3/6-PE,3JB010,XT1,PE,Да,Да,7-ШС3.1,XT1,244,Да,Да,
C-3JB010-4,HS3zpe4/6 (N),3JB010,XT1,10,Да,Да,7-ШС3.1,XT1,251,Да,Да,
,HSC3zpe4/6 (L),3JB010,XT1,11,Да,Да,7-ШС3.1,XT1,250,Да,Да,
,HSO3zpe4/6 (L),3JB010,XT1,12,Да,Да,7-ШС3.1,XT1,249,Да,Да,
,3zpe4/6-PE,3JB010,XT1,PE,Да,Да,7-ШС3.1,XT1,252,Да,Да,
C-3JB010-5,HS3kshe5/6 (N),3JB010,XT1,13,Да,Да,7-ШС3.1,XT1,259,Да,Да,
,HSC3kshe5/6 (L),3JB010,XT1,14,Да,Да,7-ШС3.1,XT1,258,Да,Да,
,HSO3kshe5/6 (L),3JB010,XT1,15,Да,Да,7-ШС3.1,XT1,257,Да,Да,
,3kshe5/6-PE,3JB010,XT1,PE,Да,Да,7-ШС3.1,XT1,260,Да,Да,
C-3JB010-6,HS3zpe10 (N),3JB010,XT1,16,Да,Да,7-ШС3.1,XT1,19,Да,Да,
,HSC3zpe10 (L),3JB010,XT1,17,Да,Да,7-ШС3.1,XT1,18,Да,Да,
,HSO3zpe10 (L),3JB010,XT1,18,Да,Да,7-ШС3.1,XT1,17,Да,Да,
,3zpe10-PE,3JB010,XT1,PE,Да,Да,7-ШС3.1,XT1,20,Да,Да,
C-3JB010-7,ZS3kshe1/6-1,3JB010,XT2,1,Да,Да,7-ШС3.1,XT1,229,Да,Да,
,ZSO3kshe1/6,3JB010,XT2,2,Да,Да,7-ШС3.1,XT1,230,Да,Да,
,ZS3kshe1/6-2,3JB010,XT2,3,Да,Да,7-ШС3.1,XT1,232,Да,Да,
,ZSC3kshe1/6,3JB010,XT2,4,Да,Да,7-ШС3.1,XT1,231,Да,Да,
,ZS3kshe2/6-1,3JB010,XT2,5,Да,Да,7-ШС3.1,XT1,237,Да,Да,
,ZSO3kshe2/6,3JB010,XT2,6,Да,Да,7-ШС3.1,XT1,238,Да,Да,
,ZS3kshe2/6-2,3JB010,XT2,7,Да,Да,7-ШС3.1,XT1,240,Да,Да,
,ZSC3kshe2/6,3JB010,XT2,8,Да,Да,7-ШС3.1,XT1,239,Да,Да,
,ZS3zpe3/6-1,3JB010,XT2,9,Да,Да,7-ШС3.1,XT1,245,Да,Да,
,ZSO3zpe3/6,3JB010,XT2,10,Да,Да,7-ШС3.1,XT1,246,Да,Да,
,ZS3zpe3/6-2,3JB010,XT2,11,Да,Да,7-ШС3.1,XT1,248,Да,Да,
,ZSC3zpe3/6,3JB010,XT2,12,Да,Да,7-ШС3.1,XT1,247,Да,Да,
,ZS3zpe4/6-1,3JB010,XT2,13,Да,Да,7-ШС3.1,XT1,253,Да,Да,
,ZSO3zpe4/6,3JB010,XT2,14,Да,Да,7-ШС3.1,XT1,254,Да,Да,
,Экран,3JB010,XT,экран,Да,Да,7-ШС3.1,XT4,42,Да,Да,
C-3JB010-8,ZS3zpe4/6-2,3JB010,XT2,15,Да,Да,7-ШС3.1,XT1,256,Да,Да,
,ZSC3zpe4/6,3JB010,XT2,16,Да,Да,7-ШС3.1,XT1,255,Да,Да,
,ZS3kshe5/6-1,3JB010,XT2,17,Да,Да,7-ШС3.1,XT1,261,Да,Да,
,ZSO3kshe5/6,3JB010,XT2,18,Да,Да,7-ШС3.1,XT1,262,Да,Да,
,ZS3kshe5/6-2,3JB010,XT2,19,Да,Да,7-ШС3.1,XT1,264,Да,Да,
,ZSC3kshe5/6,3JB010,XT2,20,Да,Да,7-ШС3.1,XT1,263,Да,Да,
,ZS3zpe10-1,3JB010,XT2,21,Да,Да,7-ШС3.1,XT1,21,Да,Да,
,ZSO3zpe10,3JB010,XT2,22,Да,Да,7-ШС3.1,XT1,22,Да,Да,
,ZS3zpe10-2,3JB010,XT2,23,Да,Да,7-ШС3.1,XT1,24,Да,Да,
,ZSC3zpe10,3JB010,XT2,24,Да,Да,7-ШС3.1,XT1,23,Да,Да,
,PDT-3P16 (+),3JB010,XT2,25,Да,Да,7-ШС3.1,XT3,9,Да,Да,
,PDT-3P16 (-),3JB010,XT2,26,Да,Да,7-ШС3.1,XT3,10,Да,Да,
,Экран,3JB010,XT,экарн,Да,Да,7-ШС3.1,XT3,12,Да,Да,
C-QT14Q1-1,QT-14Q1 (+),QT14Q1,П,+,,,7-ШС14.1,XT3,21,,,
,QT-14Q1 (-),QT14Q1,П,-,,,7-ШС14.1,XT3,22,,,
C-QT14Q1-2,QT-14Q1 (24В),QT14Q1,П,24В,,,7-ШС14.1,XT3,19,,,
,QT-14Q1 (0В),QT14Q1,П,0В,,,7-ШС14.1,XT3,20,,,
C-14zpe11-1,HSC14zpe11 (L),14зпэ11,П,14,,,7-ШС14.1,XT1,290,,,
,HSO14zpe11 (L),14зпэ11,П,4,,,7-ШС14.1,XT1,289,,,
,14zpe11 (N),14зпэ11,П,1,,,7-ШС14.1,XT1,291,,,
C-14zpe11-2,ZS14zpe11(com),14зпэ11,П,7,,,7-ШС14.1,XT1,293,,,
,ZSO14zpe11,14зпэ11,П,8,,,7-ШС14.1,XT1,294,,,
,ZSC14zpe11,14зпэ11,П,9,,,7-ШС14.1,XT1,295,,,
C-14kshe7-1,HSC14kshe7 (L),14кшэ7,П,3,,,7-ШС14.1,XT1,274,,,
,HSO14kshe7 (L),14кшэ7,П,4,,,7-ШС14.1,XT1,273,,,
,14kshe7 (N),14кшэ7,П,1,,,7-ШС14.1,XT1,275,,,
C-14kshe7-2,ZS14kshe7(com),14кшэ7,П,7,,,7-ШС14.1,XT1,277,,,
,ZSO14kshe7,14кшэ7,П,8,,,7-ШС14.1,XT1,278,,,
,ZSC14kshe7,14кшэ7,П,9,,,7-ШС14.1,XT1,279,,,
C-14zpe3/6-2,ZS14zpe3/6-1,14зпэ3/6,XT2,9,,,14JB010,XT1,245,,,Общий
,ZSO14zpe3/6,14зпэ3/6,XT2,10,,,14JB010,XT1,246,,,Закрыта
,ZS14zpe3/6-2,14зпэ3/6,XT2,11,,,14JB010,XT1,245,,,Общий
,ZSC14zpe3/6,14зпэ3/6,XT2,12,,,14JB010,XT1,247,,,Открыта
C-14zpe4/6-2,ZS14zpe4/6-1,14зпэ4/6,XT2,13,,,14JB010,XT1,253,,,Общий
,ZSO14zpe4/6,14зпэ4/6,XT2,14,,,14JB010,XT1,254,,,Зкрыта
,ZS14zpe4/6-2,14зпэ4/6,XT2,15,,,14JB010,XT1,253,,,Общий
,ZSC14zpe4/6,14зпэ4/6,XT2,16,,,14JB010,XT1,255,,,Открыта
C-14kshe5/6-2,ZS14kshe5/6-1,14кшэ5/6,П,A,,,14JB010,XT2,17,,,Общий
,ZSO14kshe5/6,14кшэ5/6,П,B,,,14JB010,XT2,18,,,"Закрыта 
"
,ZS14kshe5/6-2,14кшэ5/6,П,C,,,14JB010,XT2,19,,,Общий
,ZSC14kshe5/6,14кшэ5/6,П,D,,,14JB010,XT2,20,,,Открыта
C-14JB001-1,HS14zpe14,14JB001,XT1,1,Да,Да,7-ШС14.1,XT1,3,Да,Да,
,HSC14zpe14,14JB001,XT1,2,Да,Да,7-ШС14.1,XT1,2,Да,Да,
,HSO14zpe14,14JB001,XT1,3,Да,Да,7-ШС14.1,XT1,1,Да,Да,
,14zpe14-PE,14JB001,XT1,PE,Да,Да,7-ШС14.1,XT1,4,Да,Да,
C-14JB001-2,HS14zpe17,14JB001,XT1,4,Да,Да,7-ШС14.1,XT1,11,Да,Да,
,HSC14zpe17,14JB001,XT1,5,Да,Да,7-ШС14.1,XT1,10,Да,Да,
,HSO14zpe17,14JB001,XT1,6,Да,Да,7-ШС14.1,XT1,9,Да,Да,
,14zpe17-PE,14JB001,XT1,PE,Да,Да,7-ШС14.1,XT1,12,Да,Да,
C-14JB001-3,FT-14F10 (24В),14JB001,XT2,1,Да,Да,7-ШС14.1,XT3,45,Да,Да,
,FT-14F10 (0В),14JB001,XT2,2,Да,Да,7-ШС14.1,XT3,46,Да,Да,
C-14JB001-4,FT-14F10 (+),14JB001,XT2,3,Да,Да,7-ШС14.1,XT3,25,Да,Да,
,FT-14F10 (-),14JB001,XT2,4,Да,Да,7-ШС14.1,XT3,26,Да,Да,
,LT-14L1 (+),14JB001,XT2,5,Да,Да,7-ШС14.1,XT3,29,Да,Да,
,LT-14L1 (-),14JB001,XT2,6,Да,Да,7-ШС14.1,XT3,30,Да,Да,
,LT-14L1 (PE),14JB001,XT2,PE,Да,Да,7-ШС14.1,XT3,31,Да,Да,Нет провода в АСПА-КБ-297.22-2-7-АТХ
,ZS14zpe14-1,14JB001,XT2,7,Да,Да,7-ШС14.1,XT1,5,Да,Да,
,ZSO14zpe14,14JB001,XT2,8,Да,Да,7-ШС14.1,XT1,6,Да,Да,
,ZS14zpe14-2,14JB001,XT2,9,Да,Да,7-ШС14.1,XT1,5,Да,Да,
,ZSC14zpe14,14JB001,XT2,10,Да,Да,7-ШС14.1,XT1,7,Да,Да,
,ZS14zpe17-1,14JB001,XT2,11,Да,Да,7-ШС14.1,XT1,13,Да,Да,
,ZSO14zpe17,14JB001,XT2,12,Да,Да,7-ШС14.1,XT1,14,Да,Да,
,ZS14zpe17-2,14JB001,XT2,13,Да,Да,7-ШС14.1,XT1,13,Да,Да,
,ZSC14zpe17,14JB001,XT2,14,Да,Да,7-ШС14.1,XT1,15,Да,Да,
C-14JB002-1,HS14zpe18 (N),14JB002,XT1,1,Да,Да,7-ШС14.1,XT1,283,Да,Да,
,HSC14zpe18 (L),14JB002,XT1,2,Да,Да,7-ШС14.1,XT1,282,Да,Да,
,HSO14zpe18 (L),14JB002,XT1,3,Да,Да,7-ШС14.1,XT1,281,Да,Да,
,14zpe18-PE,14JB002,XT1,PE,Да,Да,7-ШС14.1,XT1,284,Да,Да,
C-14JB002-2,FT-14F8 (24В),14JB002,XT2,1,Да,Да,7-ШС14.1,XT3,7,Да,Да,
,FT-14F8 (0В),14JB002,XT2,2,Да,Да,7-ШС14.1,XT3,8,Да,Да,
C-14JB002-3,FT-14F8 (+),14JB002,XT2,3,Да,Да,7-ШС14.1,XT3,9,Да,Да,
,FT-14F8 (-),14JB002,XT2,4,Да,Да,7-ШС14.1,XT3,10,Да,Да,
,LT-14L2 (+),14JB002,XT2,5,Да,Да,7-ШС14.1,XT3,37,Да,Да,
,LT-14L2 (-),14JB002,XT2,6,Да,Да,7-ШС14.1,XT3,38,Да,Да,
,LT-14L2 (PE),14JB002,XT2,PE,Да,Да,7-ШС14.1,XT3,39,Да,Да,Нет провода в АСПА-КБ-297.22-2-7-АТХ
,ZS14zpe18-1,14JB002,XT2,7,Да,Да,7-ШС14.1,XT1,285,Да,Да,
,ZSO14zpe18,14JB002,XT2,8,Да,Да,7-ШС14.1,XT1,286,Да,Да,
,ZS14zpe18-2,14JB002,XT2,9,Да,Да,7-ШС14.1,XT1,285,Да,Да,
,ZSC14zpe18,14JB002,XT2,10,Да,Да,7-ШС14.1,XT1,287,Да,Да,
C-14JB003-1,HS14zpe19 (N),14JB003,XT1,1,Да,Да,7-ШС14.1,XT1,299,Да,Да,
,HSC14zpe19 (L),14JB003,XT1,2,Да,Да,7-ШС14.1,XT1,298,Да,Да,
,HSO14zpe19 (L),14JB003,XT1,3,Да,Да,7-ШС14.1,XT1,297,Да,Да,
,14zpe19-PE,14JB003,XT1,PE,Да,Да,7-ШС14.1,XT1,300,Да,Да,
C-14JB003-2,FT-14F9 (24В),14JB003,XT2,1,Да,Да,7-ШС14.1,XT3,13,Да,Да,
,FT-14F9 (0В),14JB003,XT2,2,Да,Да,7-ШС14.1,XT3,14,Да,Да,
C-14JB003-3,FT-14F9 (+),14JB003,XT2,3,Да,Да,7-ШС14.1,XT3,15,Да,Да,
,FT-14F9 (-),14JB003,XT2,4,Да,Да,7-ШС14.1,XT3,16,Да,Да,
,LT-14L3 (+),14JB003,XT2,5,Да,Да,7-ШС14.1,XT6,1,Да,Да,
,LT-14L3 (-),14JB003,XT2,6,Да,Да,7-ШС14.1,XT6,2,Да,Да,
,LT-14L3 (PE),14JB003,XT2,PE,Да,Да,7-ШС14.1,XT6,3,Да,Да,Нет провода в АСПА-КБ-297.22-2-7-АТХ
,ZS14zpe19-1,14JB003,XT2,7,Да,Да,7-ШС14.1,XT1,301,Да,Да,
,ZSO14zpe19,14JB003,XT2,8,Да,Да,7-ШС14.1,XT1,302,Да,Да,
,ZS14zpe19-2,14JB003,XT2,9,Да,Да,7-ШС14.1,XT1,301,Да,Да,
,ZSC14zpe19,14JB003,XT2,10,Да,Да,7-ШС14.1,XT1,303,Да,Да,
C-14JB004-1,HS14kshe8 (N),14JB004,XT1,1,Да,Да,7-ШС14.1,XT1,307,Да,Да,
,HSC14kshe8 (L),14JB004,XT1,2,Да,Да,7-ШС14.1,XT1,306,Да,Да,
,HSO14kshe8 (L),14JB004,XT1,3,Да,Да,7-ШС14.1,XT1,305,Да,Да,
,14kshe8-PE,14JB004,XT1,PE,Да,Да,7-ШС14.1,XT1,308,Да,Да,
C-14JB004-2,HS14kshe9 (N),14JB004,XT1,4,Да,Да,7-ШС14.1,XT1,339,Да,Да,
,HSC14kshe9 (L),14JB004,XT1,5,Да,Да,7-ШС14.1,XT1,338,Да,Да,
,HSO14kshe9 (L),14JB004,XT1,6,Да,Да,7-ШС14.1,XT1,337,Да,Да,
,14kshe9-PE,14JB004,XT1,PE,Да,Да,7-ШС14.1,XT1,340,Да,Да,
C-14JB004-3,LT-14L4 (+),14JB004,XT2,1,Да,Да,7-ШС14.1,XT3,41,Да,Да,
,LT-14L4 (-),14JB004,XT2,2,Да,Да,7-ШС14.1,XT3,42,Да,Да,
,LT-14L4 (PE),14JB004,XT2,PE,Да,Да,7-ШС14.1,XT3,43,Да,Да,Нет провода в АСПА-КБ-297.22-2-7-АТХ
,ZS14kshe8-1,14JB004,XT2,3,Да,Да,7-ШС14.1,XT1,309,Да,Да,
,ZSO14kshe8,14JB004,XT2,4,Да,Да,7-ШС14.1,XT1,310,Да,Да,
,ZS14kshe8-2,14JB004,XT2,5,Да,Да,7-ШС14.1,XT1,309,Да,Да,
,ZSC14kshe8,14JB004,XT2,6,Да,Да,7-ШС14.1,XT1,311,Да,Да,
,ZS14kshe9-1,14JB004,XT2,7,Да,Да,7-ШС14.1,XT1,341,Да,Да,
,ZSO14kshe9,14JB004,XT2,8,Да,Да,7-ШС14.1,XT1,342,Да,Да,
,ZS14kshe9-2,14JB004,XT2,9,Да,Да,7-ШС14.1,XT1,341,Да,Да,
,ZSC14kshe9,14JB004,XT2,10,Да,Да,7-ШС14.1,XT1,343,Да,Да,
,SIC_НД8/2,14JB004,XT2,15,Да,Да,7-ШС14.1,XT2,1,Да,Да,
,SIC_НД8/2,14JB004,XT2,16,Да,Да,7-ШС14.1,XT2,2,Да,Да,
C-14JB004-4,HS_НД8/2,14JB004,XT2,11,Да,Да,7-ШС14.1,XT2,3,Да,Да,
,HS_НД8/2,14JB004,XT2,12,Да,Да,7-ШС14.1,XT2,4,Да,Да,
,XA_НД8/2,14JB004,XT2,13,Да,Да,7-ШС14.1,XT2,5,Да,Да,
,XA_НД8/2,14JB004,XT2,14,Да,Да,7-ШС14.1,XT2,6,Да,Да,
C-14JB005-1,HS14kshe1/1 (N),14JB005,XT1,1,Да,Да,7-ШС14.1,XT1,27,Да,Да,
,HSC14kshe1/1 (L),14JB005,XT1,2,Да,Да,7-ШС14.1,XT1,26,Да,Да,
,HSO14kshe1/1 (L),14JB005,XT1,3,Да,Да,7-ШС14.1,XT1,25,Да,Да,
,14kshe1/1-PE,14JB005,XT1,PE,Да,Да,7-ШС14.1,XT1,28,Да,Да,
C-14JB005-2,HS14kshe2/1 (N),14JB005,XT1,4,Да,Да,7-ШС14.1,XT1,35,Да,Да,
,HSC14kshe2/1 (L),14JB005,XT1,5,Да,Да,7-ШС14.1,XT1,34,Да,Да,
,HSO14kshe2/1 (L),14JB005,XT1,6,Да,Да,7-ШС14.1,XT1,33,Да,Да,
,14kshe2/1-PE,14JB005,XT1,PE,Да,Да,7-ШС14.1,XT1,36,Да,Да,
C-14JB005-3,HS14zpe3/1 (N),14JB005,XT1,7,Да,Да,7-ШС14.1,XT1,43,Да,Да,
,HSC14zpe3/1 (L),14JB005,XT1,8,Да,Да,7-ШС14.1,XT1,42,Да,Да,
,HSO14zpe3/1 (L),14JB005,XT1,9,Да,Да,7-ШС14.1,XT1,41,Да,Да,
,14zpe3/1-PE,14JB005,XT1,PE,Да,Да,7-ШС14.1,XT1,44,Да,Да,
C-14JB005-4,HS14zpe4/1 (N),14JB005,XT1,10,Да,Да,7-ШС14.1,XT1,51,Да,Да,
,HSC14zpe4/1 (L),14JB005,XT1,11,Да,Да,7-ШС14.1,XT1,50,Да,Да,
,HSO14zpe4/1 (L),14JB005,XT1,12,Да,Да,7-ШС14.1,XT1,49,Да,Да,
,14zpe4/1-PE,14JB005,XT1,PE,Да,Да,7-ШС14.1,XT1,52,Да,Да,
C-14JB005-5,HS14kshe5/1 (N),14JB005,XT1,13,Да,Да,7-ШС14.1,XT1,59,Да,Да,
,HSC14kshe5/1 (L),14JB005,XT1,14,Да,Да,7-ШС14.1,XT1,58,Да,Да,
,HSO14kshe5/1 (L),14JB005,XT1,15,Да,Да,7-ШС14.1,XT1,57,Да,Да,
,14kshe5/1-PE,14JB005,XT1,PE,Да,Да,7-ШС14.1,XT1,60,Да,Да,
C-14JB005-6,HS14kshe6 (N),14JB005,XT1,16,Да,Да,7-ШС14.1,XT1,267,Да,Да,
,HSC14kshe6 (L),14JB005,XT1,17,Да,Да,7-ШС14.1,XT1,266,Да,Да,
,HSO14kshe6 (L),14JB005,XT1,18,Да,Да,7-ШС14.1,XT1,265,Да,Да,
,14kshe6-PE,14JB005,XT1,PE,Да,Да,7-ШС14.1,XT1,268,Да,Да,
C-14JB005-7,FT-14F7 (24В),14JB005,XT2,1,Да,Да,7-ШС14.1,XT3,1,Да,Да,
,FT-14F7 (0В),14JB005,XT2,2,Да,Да,7-ШС14.1,XT3,2,Да,Да,
C-14JB005-8,FT-14F7 (+),14JB005,XT2,3,Да,Да,7-ШС14.1,XT3,3,Да,Да,
,FT-14F7 (-),14JB005,XT2,4,Да,Да,7-ШС14.1,XT3,4,Да,Да,
,ZS14kshe1/1-1,14JB005,XT2,5,Да,Да,7-ШС14.1,XT1,29,Да,Да,
,ZSO14kshe1/1,14JB005,XT2,6,Да,Да,7-ШС14.1,XT1,30,Да,Да,
,ZS14kshe1/1-2,14JB005,XT2,7,Да,Да,7-ШС14.1,XT1,29,Да,Да,
,ZSC14kshe1/1,14JB005,XT2,8,Да,Да,7-ШС14.1,XT1,31,Да,Да,
,ZS14kshe2/1-1,14JB005,XT2,9,Да,Да,7-ШС14.1,XT1,37,Да,Да,
