Кабель,Проводник,Проектная позиция Откуда,Клеммный ряд Откуда,Клемма Откуда,Подключено,Проверено,Проектная позиция Куда,Клеммный ряд Куда,Клемма Куда,Подключено,Проверено,Комментарий
,ZS12кшv103,12кшv103,П,4,,,12JB002,XT-12кшv103,4,,,
,ZSC12кшv103,12кшv103,П,5,,,12JB002,XT-12кшv103,5,,,
,ZSO12кшv103,12кшv103,П,7,,,12JB002,XT-12кшv103,6,,,
C-12кшv104,HS12кшv104 (24В),12кшv104,П,1,,,12JB002,XT-12кшv104,1,,,
,HS12кшv104 (0В),12кшv104,П,2,,,12JB002,XT-12кшv104,2,,,
,HS12кшv104 (PE),12кшv104,П,3,,,12JB002,XT-12кшv104,3,,,
,ZS12кшv104,12кшv104,П,4,,,12JB002,XT-12кшv104,4,,,
,ZSC12кшv104,12кшv104,П,5,,,12JB002,XT-12кшv104,5,,,
,ZSO12кшv104,12кшv104,П,7,,,12JB002,XT-12кшv104,6,,,
C-12кшv105,HS12кшv105 (24В),12кшv105,П,1,,,12JB002,XT-12кшv105,1,,,
,HS12кшv105 (0В),12кшv105,П,2,,,12JB002,XT-12кшv105,2,,,
,HS12кшv105 (PE),12кшv105,П,3,,,12JB002,XT-12кшv105,3,,,
,ZS12кшv105,12кшv105,П,4,,,12JB002,XT-12кшv105,4,,,
,ZSC12кшv105,12кшv105,П,5,,,12JB002,XT-12кшv105,5,,,
,ZSO12кшv105,12кшv105,П,7,,,12JB002,XT-12кшv105,6,,,
C-12кшv106,HS12кшv106 (24В),12кшv106,П,1,,,12JB002,XT-12кшv106,1,,,
,HS12кшv106 (0В),12кшv106,П,2,,,12JB002,XT-12кшv106,2,,,
,HS12кшv106 (PE),12кшv106,П,3,,,12JB002,XT-12кшv106,3,,,
,ZS12кшv106,12кшv106,П,4,,,12JB002,XT-12кшv106,4,,,
,ZSC12кшv106,12кшv106,П,5,,,12JB002,XT-12кшv106,5,,,
,ZSO12кшv106,12кшv106,П,7,,,12JB002,XT-12кшv106,6,,,
C-12кшv201,HS12кшv201 (24В),12кшv201,П,1,,,12JB002,XT-12кшv201,1,,,
,HS12кшv201 (0В),12кшv201,П,2,,,12JB002,XT-12кшv201,2,,,
,HS12кшv201 (PE),12кшv201,П,3,,,12JB002,XT-12кшv201,3,,,
,ZS12кшv201,12кшv201,П,4,,,12JB002,XT-12кшv201,4,,,
,ZSC12кшv201,12кшv201,П,5,,,12JB002,XT-12кшv201,5,,,
,ZSO12кшv201,12кшv201,П,7,,,12JB002,XT-12кшv201,6,,,
C-12кшv202,HS12кшv202 (24В),12кшv202,П,1,,,12JB002,XT-12кшv202,1,,,
,HS12кшv202 (0В),12кшv202,П,2,,,12JB002,XT-12кшv202,2,,,
,HS12кшv202 (PE),12кшv202,П,3,,,12JB002,XT-12кшv202,3,,,
,ZS12кшv202,12кшv202,П,4,,,12JB002,XT-12кшv202,4,,,
,ZSC12кшv202,12кшv202,П,5,,,12JB002,XT-12кшv202,5,,,
,ZSO12кшv202,12кшv202,П,7,,,12JB002,XT-12кшv202,6,,,
C-12кшv203,HS12кшv203 (24В),12кшv203,П,1,,,12JB002,XT-12кшv203,1,,,
,HS12кшv203 (0В),12кшv203,П,2,,,12JB002,XT-12кшv203,2,,,
,HS12кшv203 (PE),12кшv203,П,3,,,12JB002,XT-12кшv203,3,,,
,ZS12кшv203,12кшv203,П,4,,,12JB002,XT-12кшv203,4,,,
,ZSC12кшv203,12кшv203,П,5,,,12JB002,XT-12кшv203,5,,,
,ZSO12кшv203,12кшv203,П,7,,,12JB002,XT-12кшv203,6,,,
C-12кшv300,HS12кшv300 (24В),12кшv300,П,1,,,12JB002,XT-12кшv300,1,,,
,HS12кшv300 (0В),12кшv300,П,2,,,12JB002,XT-12кшv300,2,,,
,HS12кшv300 (PE),12кшv300,П,3,,,12JB002,XT-12кшv300,3,,,
,ZS12кшv300,12кшv300,П,4,,,12JB002,XT-12кшv300,4,,,
,ZSC12кшv300,12кшv300,П,5,,,12JB002,XT-12кшv300,5,,,
,ZSO12кшv300,12кшv300,П,7,,,12JB002,XT-12кшv300,6,,,
C-12кшv301,HS12кшv301 (24В),12кшv301,П,1,,,12JB002,XT-12кшv301,1,,,
,HS12кшv301 (0В),12кшv301,П,2,,,12JB002,XT-12кшv301,2,,,
,HS12кшv301 (PE),12кшv301,П,3,,,12JB002,XT-12кшv301,3,,,
,ZS12кшv301,12кшv301,П,4,,,12JB002,XT-12кшv301,4,,,
,ZSC12кшv301,12кшv301,П,5,,,12JB002,XT-12кшv301,5,,,
,ZSO12кшv301,12кшv301,П,7,,,12JB002,XT-12кшv301,6,,,
C-12кшv6,HS12кшv6 (24В),12кшv6,П,1,,,12JB002,XT-12кшv6,1,,,
,HS12кшv6 (0В),12кшv6,П,2,,,12JB002,XT-12кшv6,2,,,
,HS12кшv6 (PE),12кшv6,П,3,,,12JB002,XT-12кшv6,3,,,
,ZS12кшv6,12кшv6,П,4,,,12JB002,XT-12кшv6,4,,,
,ZSC12кшv6,12кшv6,П,5,,,12JB002,XT-12кшv6,5,,,
,ZSO12кшv6,12кшv6,П,7,,,12JB002,XT-12кшv6,6,,,
C-12кшv204,HS12кшv204 (24В),12кшv204,П,1,,,12JB002,XT-12кшv204,1,,,
,HS12кшv204 (0В),12кшv204,П,2,,,12JB002,XT-12кшv204,2,,,
,HS12кшv204 (PE),12кшv204,П,3,,,12JB002,XT-12кшv204,3,,,
,ZS12кшv204,12кшv204,П,4,,,12JB002,XT-12кшv204,4,,,
,ZSC12кшv204,12кшv204,П,5,,,12JB002,XT-12кшv204,5,,,
,ZSO12кшv204,12кшv204,П,7,,,12JB002,XT-12кшv204,6,,,
C-LS12L12,LS-12L12 (24В),LS-12L12,П(X1),1,,,12JB002,XT-LS,1,,,
,LS-12L12 (0В),LS-12L12,П(X1),3,,,12JB002,XT-LS,2,,,
,LS-12L12 (24В),LS-12L12,П(X2),2,,,12JB002,XT-LS,3,,,
,LS-12L12 (-),LS-12L12,П(X2),3,,,12JB002,XT-LS,4,,,
C-LS12L13,LS-12L13 (24В),LS-12L13,П(X1),1,,,12JB002,XT-LS,5,,,
,LS-12L13 (0В),LS-12L13,П(X1),3,,,12JB002,XT-LS,6,,,
,LS-12L13 (24В),LS-12L13,П(X2),2,,,12JB002,XT-LS,7,,,
,LS-12L13 (-),LS-12L13,П(X2),3,,,12JB002,XT-LS,8,,,
C-PS12P11,PS-12P11 (+),PS-12P11,П,(+),,,12JB002,XT-LS,9,,,
,PS-12P11 (-),PS-12P11,П,(-),,,12JB002,XT-LS,10,,,
C-PS12P18,PS-12P18 (+),PS-12P18,П,(+),,,12JB002,XT-LS,12,,,
,PS-12P18 (+),PS-12P18,П,(-),,,12JB002,XT-LS,13,,,
C-PS12P19,PS-12P19 (+),PS-12P19,П,(+),,,12JB002,XT-LS,15,,,
,PS-12P19 (+),PS-12P19,П,(-),,,12JB002,XT-LS,16,,,
C-12kpv204,FY-12F2 (+),12kpv204,П,1,,,12JB003,XT-12kpv204,1,,,"Номера клемм перепутаны в 
АСПА-КБ-297.22-2-7-АТХ лист 13.20"
,FY-12F2 (-),12kpv204,П,2,,,12JB003,XT-12kpv204,2,,,
,FY-12F2 (PE),12kpv204,П,3,,,12JB003,XT-12kpv204,PE,,,
,FI-12F2 (+),12kpv204,П,4,,,12JB003,XT-12kpv204,3,,,
,FI-12F2 (-),12kpv204,П,5,,,12JB003,XT-12kpv204,4,,,
C-12kpv205,FY-12F3 (+),12kpv205,П,1,,,12JB003,XT-12kpv205,5,,,
,FY-12F3 (-),12kpv205,П,2,,,12JB003,XT-12kpv205,6,,,
,FY-12F3 (PE),12kpv205,П,3,,,12JB003,XT-12kpv205,PE,,,
,FI-12F3 (+),12kpv205,П,4,,,12JB003,XT-12kpv205,7,,,
,FI-12F3 (-),12kpv205,П,5,,,12JB003,XT-12kpv205,8,,,
C-12kpv200,LY-12L8 (+),12kpv200,П,1,,,12JB003,XT-12kpv200,9,,,
,LY-12L8 (-),12kpv200,П,2,,,12JB003,XT-12kpv200,10,,,
,LY-12L8 (PE),12kpv200,П,3,,,12JB003,XT-12kpv200,PE,,,
,LI-12L8 (+),12kpv200,П,4,,,12JB003,XT-12kpv200,11,,,
,LI-12L8 (-),12kpv200,П,5,,,12JB003,XT-12kpv200,12,,,
C-12kpv201,QY-12Q4 (+),12kpv201,П,1,,,12JB003,XT-12kpv201,13,,,
,QY-12Q4 (-),12kpv201,П,2,,,12JB003,XT-12kpv201,14,,,
,QY-12Q4 (PE),12kpv201,П,3,,,12JB003,XT-12kpv201,PE,,,
,QI-12Q4 (+),12kpv201,П,4,,,12JB003,XT-12kpv201,15,,,
,QI-12Q4 (-),12kpv201,П,5,,,12JB003,XT-12kpv201,16,,,
C-12kpv202,LY-12L6 (+),12kpv202,П,1,,,12JB003,XT-12kpv202,17,,,
,LY-12L6 (-),12kpv202,П,2,,,12JB003,XT-12kpv202,18,,,
,LY-12L6 (PE),12kpv202,П,3,,,12JB003,XT-12kpv202,PE,,,
,LI-12L6 (+),12kpv202,П,4,,,12JB003,XT-12kpv202,19,,,
,LI-12L6 (-),12kpv202,П,5,,,12JB003,XT-12kpv202,20,,,
C-12kpv203,TY-12T11 (+),12kpv203,П,1,,,12JB003,XT-12kpv203,21,,,
,TY-12T11 (-),12kpv203,П,2,,,12JB003,XT-12kpv203,22,,,
,TY-12T11 (PE),12kpv203,П,3,,,12JB003,XT-12kpv203,PE,,,
,TI-12T11 (+),12kpv203,П,4,,,12JB003,XT-12kpv203,23,,,
,TI-12T11 (-),12kpv203,П,5,,,12JB003,XT-12kpv203,24,,,
C-TT12T1,TT-12T1 (+),TT-12T1,П,(+),,,12JB003,XT-TT,1,,,
,TT-12T1 (-),TT-12T1,П,(-),,,12JB003,XT-TT,2,,,
,TT-12T1 (PE),TT-12T1,П,G,,,12JB003,XT-TT,3,,,
C-TT12T2,TT-12T2 (+),TT-12T2,П,(+),,,12JB003,XT-TT,4,,,
,TT-12T2 (-),TT-12T2,П,(-),,,12JB003,XT-TT,5,,,
C-TT12T3,TT-12T3 (+),TT-12T3,П,(+),,,12JB003,XT-TT,7,,,
,TT-12T3 (-),TT-12T3,П,(-),,,12JB003,XT-TT,8,,,
C-TT12T7,TT-12T7 (+),TT-12T7,П,(+),,,12JB003,XT-TT,10,,,
,TT-12T7 (-),TT-12T7,П,(-),,,12JB003,XT-TT,11,,,
C-TT12T11,TT-12T11 (+),TT-12T11,П,(+),,,12JB003,XT-TT,13,,,
,TT-12T11 (-),TT-12T11,П,(-),,,12JB003,XT-TT,14,,,
C-TT12T5,TT-12T5 (+),TT-12T5,П,(+),,,12JB003,XT-TT,16,,,
,TT-12T5 (-),TT-12T5,П,(-),,,12JB003,XT-TT,17,,,
C-PT12P3,PT-12P3 (+),PT-12P3,П,(+),,,12JB003,XT-PT,1,,,
,PT-12P3 (-),PT-12P3,П,(-),,,12JB003,XT-PT,2,,,
C-PT12P4,PT-12P4 (+),PT-12P4,П,(+),,,12JB003,XT-PT,4,,,
,PT-12P4 (-),PT-12P4,П,(-),,,12JB003,XT-PT,5,,,
C-PT12P5,PT-12P5 (+),PT-12P5,П,(+),,,12JB003,XT-PT,7,,,
,PT-12P5 (-),PT-12P5,П,(-),,,12JB003,XT-PT,8,,,
C-PT12P6,PT-12P6 (+),PT-12P6,П,(+),,,12JB003,XT-PT,10,,,
,PT-12P6 (-),PT-12P6,П,(-),,,12JB003,XT-PT,11,,,
C-PT12P7,PT-12P7 (+),PT-12P7,П,(+),,,12JB003,XT-PT,13,,,
,PT-12P7 (-),PT-12P7,П,(-),,,12JB003,XT-PT,14,,,
C-PT12P17,PT-12P17 (+),PT-12P17,П,(+),,,12JB003,XT-PT,16,,,
,PT-12P17 (-),PT-12P17,П,(-),,,12JB003,XT-PT,17,,,
C-PT12P18,PT-12P18 (+),PT-12P18,П,(+),,,12JB003,XT-PT,19,,,
,PT-12P18 (-),PT-12P18,П,(-),,,12JB003,XT-PT,20,,,
C-PT12P26,PT-12P26 (+),PT-12P26,П,(+),,,12JB003,XT-PT,22,,,
,PT-12P26 (-),PT-12P26,П,(-),,,12JB003,XT-PT,23,,,
C-PT12P21,PT-12P21 (+),PT-12P21,П,(+),,,12JB003,XT-PT,25,,,
,PT-12P21 (-),PT-12P21,П,(-),,,12JB003,XT-PT,26,,,
C-LT12L2,LT-12L2 (+),LT-12L2,П,(+),,,12JB003,XT1,1,,,
,LT-12L2 (-),LT-12L2,П,(-),,,12JB003,XT1,2,,,
,LT-12L2 (PE),LT-12L2,П,G,,,12JB003,XT1,3,,,
C-LT12L4,LT-12L4 (+),LT-12L4,П,(+),,,12JB003,XT1,4,,,
,LT-12L4 (-),LT-12L4,П,(-),,,12JB003,XT1,5,,,
,LT-12L4 (PE),LT-12L4,П,G,,,12JB003,XT1,6,,,
C-LT12L6,LT-12L6 (+),LT-12L6,П,(+),,,12JB003,XT1,7,,,
,LT-12L6 (-),LT-12L6,П,(-),,,12JB003,XT1,8,,,
,LT-12L6 (PE),LT-12L6,П,G,,,12JB003,XT1,9,,,
C-LT12L8,LT-12L8 (+),LT-12L8,П,(+),,,12JB003,XT1,10,,,
,LT-12L8 (-),LT-12L8,П,(-),,,12JB003,XT1,11,,,
,LT-12L8 (PE),LT-12L8,П,G,,,12JB003,XT1,12,,,
C-LT12L11,LT-12L11 (+),LT-12L11,П,(+),,,12JB003,XT1,13,,,
,LT-12L11 (-),LT-12L11,П,(-),,,12JB003,XT1,14,,,
,LT-12L11 (PE),LT-12L11,П,G,,,12JB003,XT1,15,,,
C-FT12F1-1,FT-12F1 (+),FT-12F1,П,I+,,,12JB004,XT-FT,3,,,
,FT-12F1 (-),FT-12F1,П,com,,,12JB004,XT-FT,4,,,
C-FT12F1-2,FT-12F1 (24В),FT-12F1,П,24В,,,12JB004,XT-FT,1,,,
,FT-12F1 (0В),FT-12F1,П,0В,,,12JB004,XT-FT,2,,,
,FT-12F1 (PE),FT-12F1,П,PE,,,12JB004,XT-FT,5,,,
C-FT12F3,FT-12F3 (+),FT-12F3,П,1,,,12JB004,XT-FT,11,,,
,FT-12F3 (-),FT-12F3,П,4,,,12JB004,XT-FT,12,,,
,FT-12F3 (PE),FT-12F3,П,3,,,12JB004,XT-FT,13,,,
C-FT12F2,FT-12F2 (+),FT-12F2,П,I+,,,"FT-12F2 
ИМ2300DIN",,14,,,
,FT-12F2 (-),FT-12F2,П,I-,,,"FT-12F2 
ИМ2300DIN",,16,,,
C-PT12F2,PT-12F2 (+),PT-12F2,П,(+),,,"FT-12F2 
ИМ2300DIN",,19,,,
,PT-12F2 (-),PT-12F2,П,(-),,,"FT-12F2 
ИМ2300DIN",,20,,,
C-TE12F2,TE-12F2 (1),TE-12F2,П,I1,,,"FT-12F2 
ИМ2300DIN",,27,,,
,TE-12F2 (2),TE-12F2,П,U1,,,"FT-12F2 
ИМ2300DIN",,28,,,
,TE-12F2 (3),TE-12F2,П,U2,,,"FT-12F2 
ИМ2300DIN",,29,,,
,TE-12F2 (4),TE-12F2,П,I2,,,"FT-12F2 
ИМ2300DIN",,30,,,
C-FT12F2-2,FT-12F2 (24В),"FT-12F2
ИМ2300DIN",П,L,,,12JB004,XT-FT,6,,,
,FT-12F2 (0В),"FT-12F2
ИМ2300DIN",П,N,,,12JB004,XT-FT,7,,,
,FT-12F2 (PE),"FT-12F2
ИМ2300DIN",П,PE,,,12JB004,XT-FT,8,,,
C-FT12F2-1,FT-12F2 (+),"FT-12F2
ИМ2300DIN",П,1,,,12JB004,XT-FT,9,,,
,FT-12F2 (-),"FT-12F2
ИМ2300DIN",П,2,,,12JB004,XT-FT,10,,,
C-FT12F6-1,FT-12F6 (+),FT-12F6,П,I+,,,12JB004,XT-FT,17,,,
,FT-12F6 (-),FT-12F6,П,com,,,12JB004,XT-FT,18,,,
C-FT12F6-2,FT-12F6 (24В),FT-12F6,П,24В,,,12JB004,XT-FT,14,,,
,FT-12F6 (0В),FT-12F6,П,0В,,,12JB004,XT-FT,15,,,
,FT-12F6 (PE),FT-12F6,П,PE,,,12JB004,XT-FT,16,,,
C-QT12Q4,QT-12Q4 (+),QT-12Q4,П,4,,,12JB004,XT-QT,1,,,
,QT-12Q4 (-),QT-12Q4,П,3,,,12JB004,XT-QT,2,,,
,QT-12Q4 (0В),QT-12Q4,П,2,,,12JB004,XT-QT,3,,,
,QT-12Q4 (24В),QT-12Q4,П,1,,,12JB004,XT-QT,4,,,
C-QT12Q1-1,QT-12Q1 (+),QT-12Q1,П,(+),,,12JB004,XT-QT,8,,,
,QT-12Q1 (-),QT-12Q1,П,(-),,,12JB004,XT-QT,9,,,
C-QT12Q1-2,QT-12Q1 (L),QT-12Q1,П,L,,,12JB004,XT-QT,5,,,
,QT-12Q1 (N),QT-12Q1,П,N,,,12JB004,XT-QT,6,,,
,QT-12Q1 (PE),QT-12Q1,П,PE,,,12JB004,XT-QT,7,,,
C-QT12Q2-1,QT-12Q2 (+),QT-12Q2,П,(+),,,12JB004,XT-QT,13,,,
,QT-12Q2 (-),QT-12Q2,П,(-),,,12JB004,XT-QT,14,,,
C-QT12Q2-2,QT-12Q2 (L),QT-12Q2,П,L,,,12JB004,XT-QT,10,,,
,QT-12Q2 (N),QT-12Q2,П,N,,,12JB004,XT-QT,11,,,
,QT-12Q2 (PE),QT-12Q2,П,PE,,,12JB004,XT-QT,12,,,
C-QT12Q3-1,QT-12Q3 (+),QT-12Q3,П,(+),,,12JB004,XT-QT,18,,,
,QT-12Q3 (-),QT-12Q3,П,(-),,,12JB004,XT-QT,19,,,
C-QT12Q3-2,QT-12Q3 (L),QT-12Q3,П,L,,,12JB004,XT-QT,15,,,
,QT-12Q3 (N),QT-12Q3,П,N,,,12JB004,XT-QT,16,,,
,QT-12Q3 (PE),QT-12Q3,П,PE,,,12JB004,XT-QT,17,,,
C-12кшv2,HS12кшv2 (24В),12кшv2,П,1,,,12JBZ001,XT-12кшv2,1,,,
,HS12кшv2 (0В),12кшv2,П,2,,,12JBZ001,XT-12кшv2,2,,,
,HS12кшv2 (PE),12кшv2,П,3,,,12JBZ001,XT-12кшv2,3,,,
,ZS12кшv2,12кшv2,П,4,,,12JBZ001,XT-12кшv2,4,,,
,ZSC12кшv2,12кшv2,П,5,,,12JBZ001,XT-12кшv2,5,,,
,ZSO12кшv2,12кшv2,П,7,,,12JBZ001,XT-12кшv2,6,,,
C-12кшv100,HS12кшv100 (24В),12кшv100,П,1,,,12JBZ001,XT-12кшv100,1,,,
,HS12кшv100 (0В),12кшv100,П,2,,,12JBZ001,XT-12кшv100,2,,,
,HS12кшv100 (PE),12кшv100,П,3,,,12JBZ001,XT-12кшv100,3,,,
,ZS12кшv100,12кшv100,П,4,,,12JBZ001,XT-12кшv100,4,,,
,ZSC12кшv100,12кшv100,П,5,,,12JBZ001,XT-12кшv100,5,,,
,ZSO12кшv100,12кшv100,П,7,,,12JBZ001,XT-12кшv100,6,,,
C-12кшv101,HS12кшv101 (24В),12кшv101,П,1,,,12JBZ001,XT-12кшv101,1,,,
,HS12кшv101 (0В),12кшv101,П,2,,,12JBZ001,XT-12кшv101,2,,,
,HS12кшv101 (PE),12кшv101,П,3,,,12JBZ001,XT-12кшv101,3,,,
,ZS12кшv101,12кшv101,П,4,,,12JBZ001,XT-12кшv101,4,,,
,ZSC12кшv101,12кшv101,П,5,,,12JBZ001,XT-12кшv101,5,,,
,ZSO12кшv101,12кшv101,П,7,,,12JBZ001,XT-12кшv101,6,,,
C-12кшv200,HS12кшv200 (24В),12кшv200,П,1,,,12JBZ001,XT-12кшv200,1,,,
,HS12кшv200 (0В),12кшv200,П,2,,,12JBZ001,XT-12кшv200,2,,,
,HS12кшv200 (PE),12кшv200,П,3,,,12JBZ001,XT-12кшv200,3,,,
,ZS12кшv200,12кшv200,П,4,,,12JBZ001,XT-12кшv200,4,,,
,ZSC12кшv200,12кшv200,П,5,,,12JBZ001,XT-12кшv200,5,,,
,ZSO12кшv200,12кшv200,П,7,,,12JBZ001,XT-12кшv200,6,,,
C-LZS12L21/1,LZS-12L21/1 (24В),LZS-12L21/1,П(X1),1,,,12JBZ001,XTF-LS,1,,,
,LZS-12L21/1 (0В),LZS-12L21/1,П(X1),3,,,12JBZ001,XTF-LS,2,,,
,LZS-12L21/1 (24В),LZS-12L21/1,П(X2),2,,,12JBZ001,XTF-LS,3,,,
,LZS-12L21/1 (-),LZS-12L21/1,П(X2),3,,,12JBZ001,XTF-LS,4,,,
C-LZS12L21/2,LZS-12L21/2 (24В),LZS-12L21/2,П(X1),1,,,12JBZ001,XTF-LS,5,,,
,LZS-12L21/2 (0В),LZS-12L21/2,П(X1),3,,,12JBZ001,XTF-LS,6,,,
,LZS-12L21/2 (24В),LZS-12L21/2,П(X2),2,,,12JBZ001,XTF-LS,7,,,
,LZS-12L21/2 (-),LZS-12L21/2,П(X2),3,,,12JBZ001,XTF-LS,8,,,
C-LZS12L25/1,LZS-12L25/1 (24В),LZS-12L25/1,П(X1),1,,,12JBZ001,XTF-LS,9,,,
,LZS-12L25/1 (0В),LZS-12L25/1,П(X1),3,,,12JBZ001,XTF-LS,10,,,
,LZS-12L25/1 (24В),LZS-12L25/1,П(X2),2,,,12JBZ001,XTF-LS,11,,,
,LZS-12L25/1 (-),LZS-12L25/1,П(X2),3,,,12JBZ001,XTF-LS,12,,,
C-LZS12L25/2,LZS-12L25/2 (24В),LZS-12L25/2,П(X1),1,,,12JBZ001,XTF-LS,13,,,
,LZS-12L25/2 (0В),LZS-12L25/2,П(X1),3,,,12JBZ001,XTF-LS,14,,,
,LZS-12L25/2 (24В),LZS-12L25/2,П(X2),2,,,12JBZ001,XTF-LS,15,,,
,LZS-12L25/2 (-),LZS-12L25/2,П(X2),3,,,12JBZ001,XTF-LS,16,,,
C-LZS12L26/1,LZS-12L26/1 (24В),LZS-12L26/1,П(X1),1,,,12JBZ001,XTF-LS,17,,,
,LZS-12L26/1 (0В),LZS-12L26/1,П(X1),3,,,12JBZ001,XTF-LS,18,,,
,LZS-12L26/1 (24В),LZS-12L26/1,П(X2),2,,,12JBZ001,XTF-LS,19,,,
,LZS-12L26/1 (-),LZS-12L26/1,П(X2),3,,,12JBZ001,XTF-LS,20,,,
C-LZS12L26/2,LZS-12L26/2 (24В),LZS-12L26/2,П(X1),1,,,12JBZ001,XTF-LS,21,,,
,LZS-12L26/2 (0В),LZS-12L26/2,П(X1),3,,,12JBZ001,XTF-LS,22,,,
,LZS-12L26/2 (24В),LZS-12L26/2,П(X2),2,,,12JBZ001,XTF-LS,23,,,
,LZS-12L26/2 (-),LZS-12L26/2,П(X2),3,,,12JBZ001,XTF-LS,24,,,
C-TZT12T20/1,TZT-12T20/1 (+),TZT-12T20/1,П,(+),,,12JBZ002,XTF-TT,1,,,Одинаковое обозначение клеммников
,TZT-12T20/1 (-),TZT-12T20/1,П,(-),,,12JBZ002,XTF-TT,2,,,
C-TZT12T20/2,TZT-12T20/2 (+),TZT-12T20/2,П,(+),,,12JBZ002,XTF-TT,4,,,
,TZT-12T20/2 (-),TZT-12T20/2,П,(-),,,12JBZ002,XTF-TT,5,,,
C-TZT12T21/1,TZT-12T21/1 (+),TZT-12T21/1,П,(+),,,12JBZ002,XTF-TT,7,,,
,TZT-12T21/1 (-),TZT-12T21/1,П,(-),,,12JBZ002,XTF-TT,8,,,
C-TZT12T21/2,TZT-12T21/2 (+),TZT-12T21/2,П,(+),,,12JBZ002,XTF-TT,10,,,
,TZT-12T21/2 (-),TZT-12T21/2,П,(-),,,12JBZ002,XTF-TT,11,,,
C-TZT12T22/1,TZT-12T22/1 (+),TZT-12T22/1,П,(+),,,12JBZ002,XTF-TT,13,,,
,TZT-12T22/1 (-),TZT-12T22/1,П,(-),,,12JBZ002,XTF-TT,14,,,
C-TZT12T22/2,TZT-12T22/2 (+),TZT-12T22/2,П,(+),,,12JBZ002,XTF-TT,16,,,
,TZT-12T22/2 (-),TZT-12T22/2,П,(-),,,12JBZ002,XTF-TT,17,,,
C-TZT12T23/1,TZT-12T23/1 (+),ZT-12T23/1,П,(+),,,12JBZ002,XTF-TT,19,,,
,TZT-12T23/1 (-),ZT-12T23/1,П,(-),,,12JBZ002,XTF-TT,20,,,
C-TZT12T23/2,TZT-12T23/2 (+),TZT-12T23/2,П,(+),,,12JBZ002,XTF-TT,22,,,
,TZT-12T23/2 (-),TZT-12T23/2,П,(-),,,12JBZ002,XTF-TT,23,,,
C-TZT12T24/1,TZT-12T24/1 (+),TZT-12T24/1,П,(+),,,12JBZ002,XTF-TT,25,,,
,TZT-12T24/1 (-),TZT-12T24/1,П,(-),,,12JBZ002,XTF-TT,26,,,
C-TZT12T24/2,TZT-12T24/2 (+),TZT-12T24/2,П,(+),,,12JBZ002,XTF-TT,28,,,
,TZT-12T24/2 (-),TZT-12T24/2,П,(-),,,12JBZ002,XTF-TT,29,,,
C-LZT12L20/1,LZT-12L20/1 (+),LZT-12L20/1,П,(+),,,12JBZ002,XTF-TT,1,,,
,LZT-12L20/1 (-),LZT-12L20/1,П,(-),,,12JBZ002,XTF-TT,2,,,
,LZT-12L20/1 (PE),LZT-12L20/1,П,G,,,12JBZ002,XTF-TT,3,,,
C-LZT12L20/2,LZT-12L20/2 (+),LZT-12L20/2,П,(+),,,12JBZ002,XTF-TT,4,,,
,LZT-12L20/2 (-),LZT-12L20/2,П,(-),,,12JBZ002,XTF-TT,5,,,
,LZT-12L20/2 (PE),LZT-12L20/2,П,G,,,12JBZ002,XTF-TT,6,,,
C-QZT12Q21/1-1,QZT-12Q21/1 (+),QZT-12Q21/1,П,(+),,,12JBZ002,XTF-QT,4,,,
,QZT-12Q21/1 (-),QZT-12Q21/1,П,(-),,,12JBZ002,XTF-QT,5,,,
C-QZT12Q21/1-2,QZT-12Q21/1 (L),QZT-12Q21/1,П,L,,,12JBZ002,XTF-QT,1,,,
,QZT-12Q21/1 (N),QZT-12Q21/1,П,N,,,12JBZ002,XTF-QT,2,,,
,QZT-12Q21/1 (PE),QZT-12Q21/1,П,PE,,,12JBZ002,XTF-QT,3,,,
C-QZT12Q21/2-1,QZT-12Q21/2 (+),QZT-12Q21/2,П,(+),,,12JBZ002,XTF-QT,9,,,
,QZT-12Q21/2 (-),QZT-12Q21/2,П,(-),,,12JBZ002,XTF-QT,10,,,
C-QZT12Q21/2-2,QZT-12Q21/2 (L),QZT-12Q21/2,П,L,,,12JBZ002,XTF-QT,6,,,
,QZT-12Q21/2 (N),QZT-12Q21/2,П,N,,,12JBZ002,XTF-QT,7,,,
,QZT-12Q21/2 (PE),QZT-12Q21/2,П,PE,,,12JBZ002,XTF-QT,8,,,
C-QZT12Q22/2-1,QZT-12Q22/1 (+),QZT-12Q22/1,П,(+),,,12JBZ002,XTF-QT,14,,,Одинаковое обозначение кабелей
,QZT-12Q22/1 (-),QZT-12Q22/1,П,(-),,,12JBZ002,XTF-QT,15,,,
C-QZT12Q22/2-2,QZT-12Q22/1 (L),QZT-12Q22/1,П,L,,,12JBZ002,XTF-QT,11,,,
,QZT-12Q22/1 (N),QZT-12Q22/1,П,N,,,12JBZ002,XTF-QT,12,,,
,QZT-12Q22/1 (PE),QZT-12Q22/1,П,PE,,,12JBZ002,XTF-QT,13,,,
C-QZT12Q22/2-1,QZT-12Q22/2 (+),QZT-12Q22/2,П,(+),,,12JBZ002,XTF-QT,19,,,
,QZT-12Q22/2 (-),QZT-12Q22/2,П,(-),,,12JBZ002,XTF-QT,20,,,
C-QZT12Q22/2-2,QZT-12Q22/2 (L),QZT-12Q22/2,П,L,,,12JBZ002,XTF-QT,16,,,
,QZT-12Q22/2 (N),QZT-12Q22/2,П,N,,,12JBZ002,XTF-QT,17,,,
